date,e,c,h,g,ne
2021-08-08 10:00:00,31000.61,15301.65,4.53,53.72,11540.6
2021-08-08 11:00:00,31115.11,15198.5,4.66,53.59,12615.95
2021-08-08 12:00:00,30452.85,15246.71,4.54,53.26,13463.29
2021-08-08 13:00:00,31104.65,15435.63,4.37,54.05,12821.47
2021-08-08 14:00:00,31244.14,15465.25,4.38,54.2,12258.72
2021-08-08 15:00:00,31184.02,15428.71,4.25,54.06,11295.27
2021-08-08 16:00:00,30876.46,15082.78,4.26,53.11,9450.76
2021-08-08 17:00:00,29470.38,14356.64,4.33,50.66,6088.45
2021-08-08 18:00:00,29157.59,14233.32,4.08,50.15,1982.96
2021-08-08 19:00:00,28341.75,13604.34,4.57,48.35,220.94
2021-08-08 20:00:00,26970.41,12782.96,4.69,45.71,14.69
2021-08-08 21:00:00,26579.16,12721.56,4.58,45.31,13.42
2021-08-08 22:00:00,27747.23,12942.81,4.55,46.52,10.98
2021-08-08 23:00:00,27122.53,12514.05,4.75,45.23,15.54
2021-08-09 00:00:00,27022.65,12180.23,4.61,44.41,12.08
2021-08-09 01:00:00,26816.82,12163.72,4.69,44.26,7.21
2021-08-09 02:00:00,25606.4,10950.79,4.92,40.89,6.58
2021-08-09 03:00:00,25390.59,10764.6,4.74,40.31,10.21
2021-08-09 04:00:00,26220.15,11538.3,4.92,42.56,8.74
2021-08-09 05:00:00,27999.49,12718.56,5.29,46.32,7.43
2021-08-09 06:00:00,30644.6,13662.82,5.18,50.02,95.87
2021-08-09 07:00:00,31257.49,14171.32,5.01,51.49,649.4
2021-08-09 08:00:00,31491.61,14484.31,5.19,52.36,1924.54
2021-08-09 09:00:00,32018.72,14670.21,5.07,53.07,2102.61
2021-08-09 10:00:00,31615.64,14701.43,5.13,52.9,2514.37
2021-08-09 11:00:00,29167.21,14738.83,4.87,51.4,3028.04
2021-08-09 12:00:00,29640.44,15117.97,4.9,52.54,4414.45
2021-08-09 13:00:00,29605.02,15294.19,4.98,52.92,4696.42
2021-08-09 14:00:00,29958.56,15474.73,4.57,53.46,8275.32
2021-08-09 15:00:00,30010.79,15600.75,4.58,53.77,8559.96
2021-08-09 16:00:00,29482.01,15315.96,4.78,52.85,5542.14
2021-08-09 17:00:00,28549.65,14643.89,4.69,50.78,3284.7
2021-08-09 18:00:00,27417.54,13826.72,4.72,48.29,1097.85
2021-08-09 19:00:00,25990.18,13417.05,4.76,46.5,119.81
2021-08-09 20:00:00,25418.36,13399.43,4.64,46.09,13.16
2021-08-09 21:00:00,27379.76,12749.88,4.76,45.91,9.36
2021-08-09 22:00:00,30344.43,12031.68,4.87,46.2,11.26
2021-08-09 23:00:00,30013.72,11627.46,4.83,45.1,4.52
2021-08-10 00:00:00,29153.57,11233.38,4.7,43.68,3.16
2021-08-10 01:00:00,29675.4,11374.85,4.85,44.34,4.59
2021-08-10 02:00:00,29246.43,11212.39,4.95,43.74,5.95
2021-08-10 03:00:00,29192.44,11090.33,4.98,43.44,8.62
2021-08-10 04:00:00,30212.21,12008.57,5.09,46.11,11.25
2021-08-10 05:00:00,32328.2,13539.48,5.05,50.78,6.64
2021-08-10 06:00:00,33214.08,14450.21,5.13,53.34,48.64
2021-08-10 07:00:00,31532.36,14835.32,5.09,53.13,198.79
2021-08-10 08:00:00,31142.5,14536.8,4.95,52.21,930.12
2021-08-10 09:00:00,31496.47,14472.32,5.09,52.31,2363.86
2021-08-10 10:00:00,31761.91,14870.29,4.92,53.32,5544.43
2021-08-10 11:00:00,30249.49,15280.48,4.85,53.27,8830.58
2021-08-10 12:00:00,30585.1,15420.66,4.82,53.78,12736.48
2021-08-10 13:00:00,31085.53,15573.68,4.68,54.4,13569.15
2021-08-10 14:00:00,30941.81,15501.03,4.6,54.13,12987.72
2021-08-10 15:00:00,29904.36,15218.47,4.76,52.9,11650.81
2021-08-10 16:00:00,29604.45,15566.85,4.42,53.41,9425.65
2021-08-10 17:00:00,29729.39,13479.51,4.45,48.92,5877.05
2021-08-10 18:00:00,30354.48,12443.01,4.59,47.06,1396.9
2021-08-10 19:00:00,27767.4,13525.64,4.87,47.87,80.94
2021-08-10 20:00:00,24040.83,13196.96,4.58,44.77,11.59
2021-08-10 21:00:00,25912.21,12473.69,4.91,44.42,11.7
2021-08-10 22:00:00,30150.12,12088.88,4.78,46.19,14.17
2021-08-10 23:00:00,30139.33,12070.1,4.78,46.14,9.08
2021-08-11 00:00:00,30152.08,11651.67,4.89,45.25,11.53
2021-08-11 01:00:00,29395.43,11376.67,5.07,44.21,11.32
2021-08-11 02:00:00,29151.85,11634.82,4.9,44.59,12.9
2021-08-11 03:00:00,28925.63,11495.53,4.98,44.16,17.66
2021-08-11 04:00:00,29024.41,11955.7,5.08,45.25,17.98
2021-08-11 05:00:00,27895.27,13320.07,5.28,47.58,15.19
2021-08-11 06:00:00,31058.26,14614.75,4.99,52.33,34.99
2021-08-11 07:00:00,30418.3,14468.08,5.27,51.67,315.5
2021-08-11 08:00:00,31002.54,14451.22,5.11,51.96,3620.62
2021-08-11 09:00:00,32492.47,15229.29,4.68,54.52,9187.88
2021-08-11 10:00:00,33054.61,15679.71,4.84,55.89,12087.02
2021-08-11 11:00:00,31009.09,15735.34,5.14,54.79,12805.84
2021-08-11 12:00:00,31120.1,15752.95,4.88,54.85,13849.33
2021-08-11 13:00:00,31232.47,15806.12,4.59,54.98,11448.93
2021-08-11 14:00:00,31359.74,15951.28,4.89,55.44,10025.69
2021-08-11 15:00:00,31344.59,16208.25,4.61,55.94,9662.16
2021-08-11 16:00:00,30455.44,16001.19,4.63,54.93,5663.37
2021-08-11 17:00:00,29724.15,15460.0,4.47,53.26,5478.29
2021-08-11 18:00:00,27112.76,14637.67,5.13,49.95,1150.98
2021-08-11 19:00:00,25490.97,13187.71,4.87,45.71,100.45
2021-08-11 20:00:00,24671.99,12675.96,4.77,44.06,11.95
2021-08-11 21:00:00,25909.85,12197.82,4.85,43.8,14.28
2021-08-11 22:00:00,30385.98,11968.27,4.96,46.11,12.32
2021-08-11 23:00:00,29777.84,11573.88,4.99,44.87,14.39
2021-08-12 00:00:00,29698.92,11172.69,5.0,43.94,13.56
2021-08-12 01:00:00,29505.01,11233.51,4.98,43.95,15.59
2021-08-12 02:00:00,29809.36,11539.13,5.06,44.82,18.53
2021-08-12 03:00:00,29758.66,12033.16,4.96,45.86,18.41
2021-08-12 04:00:00,30170.02,12405.96,5.15,46.97,15.26
2021-08-12 05:00:00,31971.6,13645.68,5.32,50.84,7.5
2021-08-12 06:00:00,32745.95,14077.07,5.29,52.26,152.95
2021-08-12 07:00:00,30244.69,13606.47,5.37,49.69,2218.65
2021-08-12 08:00:00,30274.71,13992.99,5.18,50.52,6014.43
2021-08-12 09:00:00,32496.6,14847.55,4.94,53.73,10090.99
2021-08-12 10:00:00,33447.43,15599.94,4.86,55.96,12405.64
2021-08-12 11:00:00,31949.14,16114.09,4.67,56.12,13435.97
2021-08-12 12:00:00,31519.87,15776.66,4.79,55.13,11989.06
2021-08-12 13:00:00,31275.4,15607.9,4.75,54.6,11926.34
2021-08-12 14:00:00,31411.02,15829.15,5.02,55.22,12623.85
2021-08-12 15:00:00,31209.42,15668.04,4.6,54.67,7928.7
2021-08-12 16:00:00,30897.15,15473.56,4.53,54.03,5950.76
2021-08-12 17:00:00,29258.62,15123.01,4.49,52.24,3234.5
2021-08-12 18:00:00,28073.05,15018.17,4.69,51.3,1288.76
2021-08-12 19:00:00,27389.32,14382.63,4.68,49.48,37.92
2021-08-12 20:00:00,24196.74,12892.87,4.47,44.18,0.8
2021-08-12 21:00:00,25822.11,12109.96,4.61,43.51,1.04
2021-08-12 22:00:00,30299.85,11734.37,4.44,45.44,0.96
2021-08-12 23:00:00,28983.89,11370.67,4.54,43.84,1.78
2021-08-13 00:00:00,28237.86,11052.63,4.53,42.68,3.07
2021-08-13 01:00:00,28253.0,11030.82,4.56,42.65,5.22
2021-08-13 02:00:00,27994.89,11037.77,4.55,42.5,9.55
2021-08-13 03:00:00,28058.93,11184.49,4.81,42.91,11.04
2021-08-13 04:00:00,29046.06,11757.0,4.69,44.76,8.93
2021-08-13 05:00:00,30089.68,12555.28,4.82,47.18,6.31
2021-08-13 06:00:00,30579.69,13493.1,4.75,49.53,107.94
2021-08-13 07:00:00,28493.93,13244.02,4.72,47.68,2293.3
2021-08-13 08:00:00,30181.03,14001.43,4.64,50.38,4735.97
2021-08-13 09:00:00,30558.88,14448.15,4.7,51.61,5750.03
2021-08-13 10:00:00,31198.35,14900.14,4.33,52.93,8844.8
2021-08-13 11:00:00,31235.2,16224.3,4.82,55.94,12079.46
2021-08-13 12:00:00,32038.96,16526.21,4.82,57.11,11807.53
2021-08-13 13:00:00,32330.17,16774.55,4.57,57.79,11823.62
2021-08-13 14:00:00,31907.33,16876.45,4.65,57.76,12111.89
2021-08-13 15:00:00,32067.3,16815.2,4.55,57.71,10257.52
2021-08-13 16:00:00,31553.76,16531.85,4.54,56.77,7477.32
2021-08-13 17:00:00,30286.81,16501.47,4.35,55.87,5265.25
2021-08-13 18:00:00,28527.3,15744.55,4.41,53.13,1864.39
2021-08-13 19:00:00,26758.38,14942.38,4.55,50.29,140.24
2021-08-13 20:00:00,26332.63,14213.22,4.59,48.43,1.9
2021-08-13 21:00:00,28901.62,13484.87,4.69,48.46,1.74
2021-08-13 22:00:00,33141.64,13064.45,5.11,50.26,2.51
2021-08-13 23:00:00,31390.41,12422.74,5.15,47.76,3.01
2021-08-14 00:00:00,29577.92,11150.84,5.19,43.85,3.79
2021-08-14 01:00:00,29588.46,11350.54,4.92,44.25,4.6
2021-08-14 02:00:00,28961.73,10871.11,5.2,42.86,6.81
2021-08-14 03:00:00,28478.94,10727.39,5.21,42.24,10.76
2021-08-14 04:00:00,28747.6,11092.61,5.3,43.23,13.6
2021-08-14 05:00:00,29296.58,11669.11,5.2,44.81,10.1
2021-08-14 06:00:00,29062.32,12177.46,5.09,45.76,66.05
2021-08-14 07:00:00,27489.03,12654.01,5.39,45.88,1340.75
2021-08-14 08:00:00,27805.31,13174.65,5.13,47.17,3924.1
2021-08-14 09:00:00,28755.44,13766.64,5.09,49.06,7244.58
2021-08-14 10:00:00,29436.59,14222.12,4.96,50.46,9267.56
2021-08-14 11:00:00,30527.31,14761.56,4.91,52.31,12006.07
2021-08-14 12:00:00,30991.81,15110.32,4.83,53.35,13926.19
2021-08-14 13:00:00,30849.39,15467.84,4.71,54.02,14245.4
2021-08-14 14:00:00,31037.68,15513.1,4.59,54.22,13068.87
2021-08-14 15:00:00,30217.7,15236.92,4.67,53.12,11276.62
2021-08-14 16:00:00,30275.83,15159.37,4.51,52.95,9614.0
2021-08-14 17:00:00,30199.15,15097.01,4.56,52.78,5941.44
2021-08-14 18:00:00,30028.4,14846.78,4.68,52.14,1573.1
2021-08-14 19:00:00,29633.74,14694.64,4.9,51.6,102.48
2021-08-14 20:00:00,29236.06,14546.86,4.89,51.03,3.65
2021-08-14 21:00:00,28320.89,13833.52,4.93,48.9,1.06
2021-08-14 22:00:00,27243.33,12703.63,5.1,45.78,1.61
2021-08-14 23:00:00,26831.06,12625.02,4.87,45.31,2.19
2021-08-15 00:00:00,26363.97,12185.51,4.98,44.08,2.79
2021-08-15 01:00:00,26080.73,12059.64,4.94,43.62,4.66
2021-08-15 02:00:00,25923.19,12104.65,4.99,43.63,10.16
2021-08-15 03:00:00,25781.53,12141.38,5.05,43.63,9.63
2021-08-15 04:00:00,26355.72,12483.72,5.09,44.75,6.19
2021-08-15 05:00:00,27732.97,13206.01,5.11,47.19,4.77
2021-08-15 06:00:00,27975.0,13561.23,5.12,48.12,104.02
2021-08-15 07:00:00,28192.04,13952.83,5.06,49.11,1629.24
2021-08-15 08:00:00,29712.71,14705.37,4.93,51.68,5817.65
2021-08-15 09:00:00,31443.86,15447.9,4.88,54.38,7499.74
2021-08-15 10:00:00,31384.02,15418.14,4.87,54.28,10760.45
2021-08-15 11:00:00,31453.07,15396.26,4.63,54.23,11372.73
2021-08-15 12:00:00,31929.85,15599.43,4.44,54.94,13083.63
2021-08-15 13:00:00,31286.58,15452.74,4.55,54.23,12342.63
2021-08-15 14:00:00,31372.23,15622.79,4.52,54.66,13594.91
2021-08-15 15:00:00,31835.51,15814.1,4.53,55.37,10921.27
2021-08-15 16:00:00,31691.06,15728.08,4.49,55.08,9296.02
2021-08-15 17:00:00,31050.12,15441.26,4.55,54.06,5526.54
2021-08-15 18:00:00,30104.45,14880.15,4.71,52.27,1322.63
2021-08-15 19:00:00,29717.89,14577.24,4.63,51.35,127.94
2021-08-15 20:00:00,28855.88,14090.0,4.68,49.75,1.4
2021-08-15 21:00:00,27885.25,13636.28,4.92,48.2,2.09
2021-08-15 22:00:00,28856.27,13320.98,4.69,48.07,3.24
2021-08-15 23:00:00,28028.7,12888.07,5.07,46.67,4.14
2021-08-16 00:00:00,27303.26,12490.56,5.28,45.39,3.77
2021-08-16 01:00:00,27051.81,12435.7,4.99,45.06,4.81
2021-08-16 02:00:00,27573.2,12972.56,4.93,46.55,7.27
2021-08-16 03:00:00,27410.72,12862.7,5.02,46.22,11.79
2021-08-16 04:00:00,28131.42,13506.5,5.19,48.11,9.52
2021-08-16 05:00:00,29767.83,14469.7,5.43,51.29,7.55
2021-08-16 06:00:00,31475.88,14987.67,5.25,53.46,230.59
2021-08-16 07:00:00,32682.99,15984.11,4.89,56.33,2540.72
2021-08-16 08:00:00,34415.29,16427.38,5.18,58.44,4228.37
2021-08-16 09:00:00,34984.97,16651.46,4.93,59.24,4982.02
2021-08-16 10:00:00,35190.35,16886.83,4.8,59.86,8151.29
2021-08-16 11:00:00,32994.98,17320.94,4.49,59.39,12730.13
2021-08-16 12:00:00,33735.75,17884.45,4.52,61.09,13605.09
2021-08-16 13:00:00,34073.74,18030.81,4.55,61.63,13341.68
2021-08-16 14:00:00,33980.0,17916.72,4.66,61.34,11980.91
2021-08-16 15:00:00,34196.33,18197.11,4.65,62.09,10237.39
2021-08-16 16:00:00,33771.92,18044.29,4.79,61.51,8023.23
2021-08-16 17:00:00,33202.91,17943.1,4.57,60.89,5104.89
2021-08-16 18:00:00,31583.68,17102.98,4.69,58.06,1557.46
2021-08-16 19:00:00,30570.98,16415.2,4.62,55.91,154.06
2021-08-16 20:00:00,29474.43,15840.37,4.71,53.98,5.64
2021-08-16 21:00:00,31111.79,15177.06,4.84,53.57,2.19
2021-08-16 22:00:00,34954.32,14150.96,4.76,53.71,2.51
2021-08-16 23:00:00,31039.21,11405.79,5.73,45.42,2.05
2021-08-17 00:00:00,29961.33,10855.9,5.09,43.43,3.52
2021-08-17 01:00:00,28616.86,10644.28,5.03,42.11,4.66
2021-08-17 02:00:00,28431.76,10791.36,5.03,42.32,7.05
2021-08-17 03:00:00,28470.75,10852.95,5.0,42.47,11.25
2021-08-17 04:00:00,29085.19,11235.54,5.12,43.72,13.23
2021-08-17 05:00:00,30699.21,12724.13,5.2,48.0,8.64
2021-08-17 06:00:00,31776.44,13620.47,5.31,50.66,138.78
2021-08-17 07:00:00,29480.55,13440.62,5.28,48.83,1415.23
2021-08-17 08:00:00,30474.5,14065.04,5.34,50.83,3543.17
2021-08-17 09:00:00,31327.9,14622.45,5.37,52.59,7894.75
2021-08-17 10:00:00,32050.65,14967.23,5.48,53.82,8466.82
2021-08-17 11:00:00,31332.07,15568.61,5.03,54.61,11379.49
2021-08-17 12:00:00,31509.72,15899.07,5.02,55.44,12676.2
2021-08-17 13:00:00,31860.78,15987.9,4.84,55.82,13757.47
2021-08-17 14:00:00,31543.03,15396.32,4.78,54.31,12408.78
2021-08-17 15:00:00,30689.83,14741.83,4.68,52.33,10995.2
2021-08-17 16:00:00,29380.31,14694.79,4.61,51.39,8421.54
2021-08-17 17:00:00,27828.87,14718.51,4.7,50.5,4852.24
2021-08-17 18:00:00,26965.63,14338.61,4.67,49.12,1511.45
2021-08-17 19:00:00,26547.77,13982.58,4.65,48.07,99.27
2021-08-17 20:00:00,26207.48,13365.77,4.76,46.53,0.87
2021-08-17 21:00:00,28211.32,13344.49,4.81,47.74,0.91
2021-08-17 22:00:00,31824.09,12833.64,4.91,48.89,0.93
2021-08-17 23:00:00,30857.39,12305.66,5.1,47.17,1.42
2021-08-18 00:00:00,30150.07,12138.44,4.8,46.3,1.85
2021-08-18 01:00:00,30175.29,12111.15,4.99,46.29,7.0
2021-08-18 02:00:00,30349.94,12353.9,4.8,46.9,6.94
2021-08-18 03:00:00,30086.47,12332.03,4.93,46.71,5.85
2021-08-18 04:00:00,30551.28,12781.7,4.96,47.99,3.33
2021-08-18 05:00:00,32648.92,14059.63,5.16,52.14,5.85
2021-08-18 06:00:00,34406.79,15044.78,5.03,55.37,169.69
2021-08-18 07:00:00,32060.25,15420.17,4.93,54.72,2560.85
2021-08-18 08:00:00,33007.5,15869.11,4.95,56.29,5562.49
2021-08-18 09:00:00,35043.58,16663.4,5.04,59.32,8770.34
2021-08-18 10:00:00,35783.78,17284.3,4.82,61.11,10893.52
2021-08-18 11:00:00,32931.53,17231.55,5.31,59.3,10673.53
2021-08-18 12:00:00,32420.8,16949.06,5.39,58.38,9775.92
2021-08-18 13:00:00,32145.23,16204.41,5.29,56.55,4810.99
2021-08-18 14:00:00,31817.1,16026.53,4.81,55.87,8008.75
2021-08-18 15:00:00,30672.46,15582.94,5.35,54.28,4691.46
2021-08-18 16:00:00,29838.48,15279.39,4.95,53.02,7778.41
2021-08-18 17:00:00,27349.28,13868.2,4.91,48.37,1121.72
2021-08-18 18:00:00,26238.05,13601.4,5.13,47.13,929.52
2021-08-18 19:00:00,24651.94,13247.21,5.03,45.35,59.78
2021-08-18 20:00:00,23624.41,12026.27,5.25,42.07,2.7
2021-08-18 21:00:00,25936.44,11447.76,5.23,42.24,2.78
2021-08-18 22:00:00,30806.96,11250.08,5.14,44.83,2.69
2021-08-18 23:00:00,29064.29,10504.64,5.22,42.12,3.5
2021-08-19 00:00:00,27755.57,10173.66,5.2,40.57,4.22
2021-08-19 01:00:00,27527.87,10198.5,5.06,40.46,4.99
2021-08-19 02:00:00,27489.13,10223.63,5.26,40.53,6.94
2021-08-19 03:00:00,27447.78,10225.81,5.02,40.46,9.63
2021-08-19 04:00:00,28103.09,10839.1,5.26,42.26,11.17
2021-08-19 05:00:00,29561.98,11793.68,5.43,45.29,10.02
2021-08-19 06:00:00,30284.53,12266.83,5.21,46.74,244.45
2021-08-19 07:00:00,28881.5,12780.52,5.33,47.02,2984.47
2021-08-19 08:00:00,30344.84,13766.27,5.46,50.11,7054.47
2021-08-19 09:00:00,32735.73,14804.88,5.15,53.83,10052.55
2021-08-19 10:00:00,32516.77,14432.85,5.08,52.86,12377.25
2021-08-19 11:00:00,30233.93,14438.83,5.22,51.48,13331.94
2021-08-19 12:00:00,30461.97,14514.82,4.76,51.7,14764.47
2021-08-19 13:00:00,30805.36,14695.43,4.98,52.35,13288.12
2021-08-19 14:00:00,30625.98,14823.38,5.16,52.55,10660.08
2021-08-19 15:00:00,30706.51,15146.49,4.84,53.25,10861.46
2021-08-19 16:00:00,30194.63,14822.71,4.86,52.23,9393.36
2021-08-19 17:00:00,29325.18,14723.34,4.6,51.42,5980.84
2021-08-19 18:00:00,27228.51,14008.25,4.93,48.61,1280.55
2021-08-19 19:00:00,26929.69,13436.21,4.98,47.17,74.31
2021-08-19 20:00:00,25551.92,12679.13,5.1,44.67,1.27
2021-08-19 21:00:00,26673.95,12028.28,5.12,43.95,1.77
2021-08-19 22:00:00,30243.38,11362.52,5.48,44.78,2.11
2021-08-19 23:00:00,28880.23,10565.12,5.28,42.15,3.31
2021-08-20 00:00:00,27589.21,9559.8,5.07,39.1,3.82
2021-08-20 01:00:00,27215.11,9123.64,5.07,37.91,5.8
2021-08-20 02:00:00,27121.22,9155.25,5.11,37.93,8.65
2021-08-20 03:00:00,26940.37,9370.02,5.22,38.31,12.46
2021-08-20 04:00:00,27939.62,9924.2,5.15,40.13,14.66
2021-08-20 05:00:00,30064.57,11721.22,5.28,45.42,10.58
2021-08-20 06:00:00,31274.33,12409.77,5.22,47.68,184.56
2021-08-20 07:00:00,30194.35,13497.67,5.15,49.38,2530.99
2021-08-20 08:00:00,30265.89,13884.3,5.25,50.29,7149.42
2021-08-20 09:00:00,31420.47,14374.89,5.11,52.06,10096.13
2021-08-20 10:00:00,31952.27,14964.15,5.17,53.69,12202.4
2021-08-20 11:00:00,30396.53,15464.93,4.95,53.78,11692.97
2021-08-20 12:00:00,30816.01,15393.76,5.03,53.9,12514.38
2021-08-20 13:00:00,31008.0,15220.28,4.64,53.57,12665.5
2021-08-20 14:00:00,30211.18,14839.28,5.13,52.32,12399.6
2021-08-20 15:00:00,29712.08,14659.51,4.98,51.59,11060.97
2021-08-20 16:00:00,29633.57,15100.97,4.91,52.5,9088.71
2021-08-20 17:00:00,27962.18,14531.56,5.11,50.24,6020.06
2021-08-20 18:00:00,26348.32,13563.54,4.73,47.04,1497.89
2021-08-20 19:00:00,24763.49,12644.71,5.0,44.09,79.83
2021-08-20 20:00:00,23603.8,11758.79,4.96,41.42,0.76
2021-08-20 21:00:00,25803.27,11162.11,5.09,41.5,0.96
2021-08-20 22:00:00,29170.23,11039.64,5.3,43.37,1.09
2021-08-20 23:00:00,29670.72,11438.37,5.08,44.52,2.45
2021-08-21 00:00:00,28748.33,10717.38,5.28,42.4,4.71
2021-08-21 01:00:00,28192.35,10084.59,5.03,40.62,7.06
2021-08-21 02:00:00,27959.97,10009.72,5.04,40.31,10.43
2021-08-21 03:00:00,27874.3,10029.95,5.15,40.32,13.47
2021-08-21 04:00:00,27955.01,10109.72,4.96,40.51,8.46
2021-08-21 05:00:00,28385.01,10403.05,5.15,41.46,6.66
2021-08-21 06:00:00,27496.76,10965.17,5.32,42.17,212.36
2021-08-21 07:00:00,26213.83,11540.64,5.14,42.6,2913.33
2021-08-21 08:00:00,26983.07,12589.78,5.01,45.36,7030.93
2021-08-21 09:00:00,28212.78,13322.53,4.92,47.71,9806.58
2021-08-21 10:00:00,29904.18,13774.25,4.96,49.77,12301.46
2021-08-21 11:00:00,30021.21,14019.75,4.93,50.37,13368.16
2021-08-21 12:00:00,30292.44,13967.34,4.82,50.41,14404.6
2021-08-21 13:00:00,29753.91,13961.6,4.86,50.07,13902.55
2021-08-21 14:00:00,29247.42,13711.04,4.83,49.19,13195.98
2021-08-21 15:00:00,28658.59,13533.36,4.65,48.4,11610.38
2021-08-21 16:00:00,28177.84,13230.08,4.76,47.46,9472.04
2021-08-21 17:00:00,27632.27,12694.81,4.75,45.94,6008.23
2021-08-21 18:00:00,26281.73,11832.75,4.82,43.22,1463.79
2021-08-21 19:00:00,25430.1,11361.68,4.83,41.66,94.47
2021-08-21 20:00:00,25107.91,11082.38,4.87,40.85,1.57
2021-08-21 21:00:00,24339.46,10912.58,5.01,40.03,1.69
2021-08-21 22:00:00,24644.61,10826.22,5.04,40.03,2.36
2021-08-21 23:00:00,24074.96,10005.89,5.11,37.89,2.91
2021-08-22 00:00:00,22973.18,8871.43,5.04,34.71,3.82
2021-08-22 01:00:00,23008.75,8616.08,4.9,34.14,5.58
2021-08-22 02:00:00,22748.49,8765.59,4.94,34.31,10.89
2021-08-22 03:00:00,22532.83,9124.18,4.96,34.97,12.77
2021-08-22 04:00:00,22704.18,9440.99,5.07,35.79,12.84
2021-08-22 05:00:00,23205.18,10184.43,5.08,37.74,10.14
2021-08-22 06:00:00,24528.27,10918.32,4.99,40.16,193.73
2021-08-22 07:00:00,24934.95,11341.46,5.03,41.34,2960.85
2021-08-22 08:00:00,26109.92,12133.3,4.97,43.8,7051.57
2021-08-22 09:00:00,27153.68,12780.09,4.81,45.84,9942.05
2021-08-22 10:00:00,28014.77,13112.97,4.87,47.12,12106.4
2021-08-22 11:00:00,29409.04,13438.48,4.75,48.68,13138.06
2021-08-22 12:00:00,28277.78,12588.24,4.95,46.15,14187.02
2021-08-22 13:00:00,27342.42,12071.69,4.76,44.4,13577.2
2021-08-22 14:00:00,27586.25,12149.47,4.81,44.73,12827.83
2021-08-22 15:00:00,27887.76,12437.82,4.59,45.51,11343.8
2021-08-22 16:00:00,27879.27,12731.91,4.68,46.17,8970.42
2021-08-22 17:00:00,27507.67,12428.42,4.7,45.27,5963.08
2021-08-22 18:00:00,27205.91,11817.43,4.86,43.77,1466.16
2021-08-22 19:00:00,26108.69,11173.81,4.73,41.65,104.13
2021-08-22 20:00:00,25909.75,10743.88,4.74,40.59,17.14
2021-08-22 21:00:00,25000.12,10628.82,5.06,39.83,15.57
2021-08-22 22:00:00,24407.77,10817.51,5.27,39.91,2.97
2021-08-22 23:00:00,24931.61,10350.44,5.24,39.21,3.03
2021-08-23 00:00:00,24510.08,9969.4,4.95,38.06,3.03
2021-08-23 01:00:00,24451.83,9971.76,5.1,38.05,4.5
2021-08-23 02:00:00,24298.8,9861.25,5.23,37.74,7.25
2021-08-23 03:00:00,24052.27,9871.83,5.01,37.57,11.41
2021-08-23 04:00:00,24450.12,10483.79,5.1,39.17,11.36
2021-08-23 05:00:00,25626.26,11348.36,5.34,41.85,9.23
2021-08-23 06:00:00,28582.39,12286.31,5.2,45.72,198.55
2021-08-23 07:00:00,28641.39,12288.86,5.34,45.79,2932.83
2021-08-23 08:00:00,29268.07,12517.55,5.21,46.66,6986.24
2021-08-23 09:00:00,30181.09,12727.16,5.03,47.66,10204.72
2021-08-23 10:00:00,30426.9,12457.06,4.82,47.18,12383.98
2021-08-23 11:00:00,29629.03,12729.03,4.65,47.25,13322.53
2021-08-23 12:00:00,29827.19,13039.32,4.55,48.03,14471.68
2021-08-23 13:00:00,29952.37,13359.24,4.56,48.81,13752.0
2021-08-23 14:00:00,30196.04,13547.18,4.91,49.44,12924.59
2021-08-23 15:00:00,29194.84,13623.27,4.79,48.96,11485.21
2021-08-23 16:00:00,28751.45,13661.11,4.95,48.8,9247.05
2021-08-23 17:00:00,28217.23,13389.58,4.88,47.86,5643.4
2021-08-23 18:00:00,25594.91,12642.56,5.02,44.61,1366.62
2021-08-23 19:00:00,24233.65,11545.81,5.14,41.38,85.43
2021-08-23 20:00:00,23441.77,10804.39,5.28,39.28,16.78
2021-08-23 21:00:00,24189.44,10223.69,5.32,38.48,10.41
2021-08-23 22:00:00,28577.8,9671.32,5.12,39.97,8.02
2021-08-23 23:00:00,27868.22,9660.69,5.06,39.49,4.2
2021-08-24 00:00:00,27236.34,9256.88,4.92,38.19,5.1
2021-08-24 01:00:00,26941.1,8857.05,4.99,37.14,5.42
2021-08-24 02:00:00,26920.07,8731.35,4.99,36.85,8.69
2021-08-24 03:00:00,27013.83,8660.62,4.93,36.74,11.37
2021-08-24 04:00:00,26955.79,9044.27,5.04,37.57,13.34
2021-08-24 05:00:00,27066.4,9691.78,5.24,39.09,9.47
2021-08-24 06:00:00,27816.84,10274.5,5.14,40.82,195.08
2021-08-24 07:00:00,27049.81,10847.75,5.11,41.6,2846.5
2021-08-24 08:00:00,28446.92,11942.08,5.26,44.89,7060.88
2021-08-24 09:00:00,30646.0,13073.03,4.86,48.67,9800.79
2021-08-24 10:00:00,32094.23,14120.38,4.76,51.85,12084.58
2021-08-24 11:00:00,31033.1,14731.82,4.66,52.51,13087.48
2021-08-24 12:00:00,30271.27,13397.76,4.76,49.13,13851.55
2021-08-24 13:00:00,29743.61,13590.68,4.59,49.2,13656.06
2021-08-24 14:00:00,29585.8,14050.92,5.08,50.2,12628.21
2021-08-24 15:00:00,29504.31,14314.75,4.63,50.64,10987.74
2021-08-24 16:00:00,29379.93,14499.78,4.6,50.96,8848.04
2021-08-24 17:00:00,28568.79,14385.34,4.33,50.16,5427.43
2021-08-24 18:00:00,27496.05,14003.33,4.47,48.68,1238.71
2021-08-24 19:00:00,26506.47,12997.27,4.73,45.9,77.02
