date,e,c,h,g,ne
2021-01-01 00:00:00,16860.9,1781.79,11.37,16.5,1.21
2021-01-01 01:00:00,17310.05,1731.74,11.67,16.73,1.26
2021-01-01 02:00:00,17584.92,1753.03,11.56,16.93,1.22
2021-01-01 03:00:00,17561.19,1709.35,11.75,16.85,1.23
2021-01-01 04:00:00,17649.6,1845.98,11.9,17.23,1.29
2021-01-01 05:00:00,18381.6,1849.44,12.24,17.76,1.25
2021-01-01 06:00:00,18971.25,2043.01,12.17,18.54,1.15
2021-01-01 07:00:00,19510.04,2007.81,12.74,18.9,8.87
2021-01-01 08:00:00,18511.43,2057.83,12.71,18.38,648.6
2021-01-01 09:00:00,17369.15,2020.87,11.98,17.46,3813.78
2021-01-01 10:00:00,17111.55,2307.92,11.34,17.81,6367.79
2021-01-01 11:00:00,17177.09,2589.86,10.1,18.24,7948.82
2021-01-01 12:00:00,17025.62,2881.66,9.52,18.68,9054.19
2021-01-01 13:00:00,16887.72,3145.22,9.33,19.14,9231.43
2021-01-01 14:00:00,16902.2,3263.28,9.17,19.37,8637.02
2021-01-01 15:00:00,17593.14,3560.71,9.12,20.45,7025.59
2021-01-01 16:00:00,17292.16,3543.14,9.21,20.24,3179.56
2021-01-01 17:00:00,16886.41,3278.69,9.78,19.51,761.15
2021-01-01 18:00:00,17024.93,2940.68,10.15,18.92,369.42
2021-01-01 19:00:00,16984.17,2710.43,10.42,18.44,1.11
2021-01-01 20:00:00,16837.24,2614.71,10.82,18.21,1.1
2021-01-01 21:00:00,16657.5,2343.26,10.83,17.51,1.11
2021-01-01 22:00:00,16293.29,2080.72,11.28,16.79,1.15
2021-01-01 23:00:00,15272.13,1805.31,11.37,15.56,1.15
2021-01-02 00:00:00,14614.25,1592.0,11.97,14.79,1.21
2021-01-02 01:00:00,14690.22,1587.4,12.16,14.87,1.23
2021-01-02 02:00:00,15387.06,1627.4,12.12,15.38,1.25
2021-01-02 03:00:00,15416.09,1672.99,12.41,15.55,1.24
2021-01-02 04:00:00,15185.5,1619.23,13.15,15.43,1.22
2021-01-02 05:00:00,15701.27,1647.01,13.5,15.87,1.23
2021-01-02 06:00:00,17111.96,1976.94,13.6,17.49,1.22
2021-01-02 07:00:00,17196.8,1977.09,14.17,17.65,17.81
2021-01-02 08:00:00,16589.41,2029.38,13.7,17.3,812.71
2021-01-02 09:00:00,16114.68,1976.05,13.05,16.77,3317.2
2021-01-02 10:00:00,16808.54,2349.02,12.75,17.97,6434.78
2021-01-02 11:00:00,16672.39,2480.31,11.54,17.95,7773.73
2021-01-02 12:00:00,16724.0,2735.58,10.15,18.29,9076.97
2021-01-02 13:00:00,16551.86,2974.56,9.82,18.64,6611.87
2021-01-02 14:00:00,16644.44,3014.27,9.59,18.74,5331.54
2021-01-02 15:00:00,17036.26,3169.12,9.62,19.34,5764.05
2021-01-02 16:00:00,16864.86,3443.69,9.43,19.79,3032.06
2021-01-02 17:00:00,15906.92,3073.13,9.82,18.46,688.61
2021-01-02 18:00:00,15996.21,2760.49,10.26,17.91,188.58
2021-01-02 19:00:00,15881.62,2587.79,10.49,17.5,1.12
2021-01-02 20:00:00,15703.06,2417.6,11.08,17.12,1.12
2021-01-02 21:00:00,15126.26,2146.88,11.18,16.19,1.15
2021-01-02 22:00:00,14830.22,1797.52,11.19,15.24,1.18
2021-01-02 23:00:00,15125.2,1819.15,11.42,15.51,1.14
2021-01-03 00:00:00,14578.51,1623.31,11.95,14.84,1.18
2021-01-03 01:00:00,14492.68,1571.57,12.13,14.7,1.24
2021-01-03 02:00:00,14626.22,1495.88,12.33,14.66,1.22
2021-01-03 03:00:00,15400.54,1667.19,12.75,15.59,1.22
2021-01-03 04:00:00,14989.84,1570.24,13.14,15.2,1.32
2021-01-03 05:00:00,15591.93,1592.63,13.44,15.67,1.23
2021-01-03 06:00:00,16625.88,1629.36,13.87,16.48,1.24
2021-01-03 07:00:00,16898.88,1870.13,14.3,17.26,9.8
2021-01-03 08:00:00,16609.92,1962.92,14.21,17.26,646.93
2021-01-03 09:00:00,16283.33,2084.92,13.12,17.13,4102.23
2021-01-03 10:00:00,16106.49,2210.83,12.72,17.22,4724.97
2021-01-03 11:00:00,16107.34,2317.16,11.6,17.25,5570.8
2021-01-03 12:00:00,16246.02,2512.78,10.13,17.49,8207.95
2021-01-03 13:00:00,16258.2,2846.18,9.87,18.19,7941.47
2021-01-03 14:00:00,16225.01,3083.19,9.48,18.61,6945.73
2021-01-03 15:00:00,16309.56,3247.78,9.41,19.02,6046.44
2021-01-03 16:00:00,16339.94,3356.97,9.39,19.27,3209.2
2021-01-03 17:00:00,16350.24,3172.4,9.84,18.95,820.66
2021-01-03 18:00:00,16410.69,2868.61,10.13,18.38,158.63
2021-01-03 19:00:00,16171.29,2705.23,10.23,17.89,1.11
2021-01-03 20:00:00,15989.27,2471.33,10.5,17.31,1.13
2021-01-03 21:00:00,15745.49,2256.11,10.72,16.73,1.11
2021-01-03 22:00:00,15841.95,2010.66,10.83,16.27,1.16
2021-01-03 23:00:00,15678.0,1812.12,11.21,15.8,1.17
2021-01-04 00:00:00,15848.24,1752.44,11.74,15.87,1.21
2021-01-04 01:00:00,15853.39,1653.34,12.01,15.71,1.22
2021-01-04 02:00:00,15935.44,1665.26,12.47,15.87,1.28
2021-01-04 03:00:00,16025.3,1629.49,12.76,15.9,1.21
2021-01-04 04:00:00,16694.56,1837.31,12.99,16.82,1.24
2021-01-04 05:00:00,17961.11,1963.76,14.39,18.14,1.34
2021-01-04 06:00:00,19571.51,2170.32,14.51,19.62,1.3
2021-01-04 07:00:00,20548.95,2066.88,15.07,20.1,10.11
2021-01-04 08:00:00,20082.15,2222.52,14.68,20.08,631.53
2021-01-04 09:00:00,19731.55,2218.45,13.58,19.65,3938.14
2021-01-04 10:00:00,19311.9,2580.42,11.94,19.89,6546.35
2021-01-04 11:00:00,19321.45,2910.65,10.79,20.41,9485.29
2021-01-04 12:00:00,19291.48,3224.1,10.49,21.02,10883.34
2021-01-04 13:00:00,19944.31,3786.44,9.92,22.56,9908.87
2021-01-04 14:00:00,19909.18,4168.45,9.63,23.32,9187.65
2021-01-04 15:00:00,19537.73,4307.99,9.73,23.41,6687.78
2021-01-04 16:00:00,19429.74,4385.07,9.62,23.49,3499.33
2021-01-04 17:00:00,18987.69,4072.95,9.89,22.58,727.02
2021-01-04 18:00:00,17680.43,3542.0,10.13,20.65,303.58
2021-01-04 19:00:00,17453.65,3236.57,10.29,19.86,1.09
2021-01-04 20:00:00,17165.91,3040.96,9.98,19.2,1.14
2021-01-04 21:00:00,16803.41,2833.77,9.81,18.49,1.13
2021-01-04 22:00:00,16234.82,2573.1,9.58,17.52,1.12
2021-01-04 23:00:00,15472.3,2118.44,9.98,16.12,1.12
2021-01-05 00:00:00,15655.99,1922.6,10.69,15.94,1.15
2021-01-05 01:00:00,15966.9,1935.42,10.9,16.2,1.23
2021-01-05 02:00:00,15936.97,1779.73,10.89,15.83,1.27
2021-01-05 03:00:00,16122.25,1881.53,11.21,16.23,1.31
2021-01-05 04:00:00,16526.72,1956.26,11.8,16.75,1.28
2021-01-05 05:00:00,17704.41,2489.5,12.5,18.79,1.35
2021-01-05 06:00:00,18869.71,2523.4,13.45,19.76,1.31
2021-01-05 07:00:00,18987.99,2622.97,14.09,20.17,8.96
2021-01-05 08:00:00,18423.32,2518.71,14.05,19.58,677.37
2021-01-05 09:00:00,18097.67,2633.36,13.32,19.5,4191.79
2021-01-05 10:00:00,17886.28,2621.04,11.82,19.06,6935.66
2021-01-05 11:00:00,18043.89,3269.96,10.28,20.3,8663.83
2021-01-05 12:00:00,17957.63,3790.05,9.82,21.31,9801.43
2021-01-05 13:00:00,17911.33,4267.52,9.5,22.27,9908.08
2021-01-05 14:00:00,17782.05,4574.11,9.24,22.81,9285.07
2021-01-05 15:00:00,17563.56,4707.25,9.1,22.94,7539.82
2021-01-05 16:00:00,17431.0,4653.69,9.09,22.74,3734.14
2021-01-05 17:00:00,17060.24,4274.71,9.1,21.68,919.58
2021-01-05 18:00:00,16767.35,3814.38,9.54,20.57,124.67
2021-01-05 19:00:00,16424.67,3503.29,9.74,19.71,1.2
2021-01-05 20:00:00,16623.79,3145.26,9.81,19.06,1.18
2021-01-05 21:00:00,17476.82,2879.33,10.05,19.05,1.17
2021-01-05 22:00:00,18800.82,2388.94,9.86,18.77,1.18
2021-01-05 23:00:00,18287.14,2101.41,10.39,17.91,1.18
2021-01-06 00:00:00,18028.66,1986.38,10.58,17.54,1.21
2021-01-06 01:00:00,17919.51,1863.16,10.9,17.25,1.24
2021-01-06 02:00:00,17831.22,1895.57,11.14,17.32,1.28
2021-01-06 03:00:00,17811.85,1816.56,11.46,17.19,1.26
2021-01-06 04:00:00,18196.7,2006.59,12.31,18.0,1.36
2021-01-06 05:00:00,19023.04,2083.22,13.32,18.87,1.37
2021-01-06 06:00:00,20302.79,2217.91,13.66,20.02,1.41
2021-01-06 07:00:00,20453.13,2162.55,14.08,20.07,10.92
2021-01-06 08:00:00,19548.28,2335.13,14.09,19.89,788.55
2021-01-06 09:00:00,18762.55,2359.75,13.17,19.28,4722.15
2021-01-06 10:00:00,18223.32,2802.24,11.69,19.65,7834.69
2021-01-06 11:00:00,18286.33,3498.28,10.24,20.95,9890.49
2021-01-06 12:00:00,18225.03,4201.66,9.8,22.37,11339.51
2021-01-06 13:00:00,18026.86,4526.53,9.88,22.98,10093.38
2021-01-06 14:00:00,17906.13,4734.78,9.57,23.3,9318.87
2021-01-06 15:00:00,17641.53,4737.29,9.8,23.18,5831.59
2021-01-06 16:00:00,17288.89,4442.0,9.52,22.26,2609.29
2021-01-06 17:00:00,16914.0,4279.72,9.52,21.68,813.08
2021-01-06 18:00:00,16707.18,3836.69,9.72,20.61,2.89
2021-01-06 19:00:00,16353.92,3464.7,10.12,19.65,1.17
2021-01-06 20:00:00,16269.02,3224.45,10.05,19.06,1.22
2021-01-06 21:00:00,17709.4,2888.81,9.84,19.18,1.22
2021-01-06 22:00:00,18788.17,2491.13,10.03,19.02,1.18
2021-01-06 23:00:00,17769.27,2102.24,10.47,17.61,1.18
2021-01-07 00:00:00,17205.85,1803.0,11.22,16.74,1.18
2021-01-07 01:00:00,17383.26,1839.26,11.32,16.94,1.23
2021-01-07 02:00:00,17568.1,1831.76,11.57,17.09,1.22
2021-01-07 03:00:00,17586.36,1760.91,11.88,17.0,1.25
2021-01-07 04:00:00,17944.77,1991.0,12.38,17.82,1.23
2021-01-07 05:00:00,19128.25,2109.85,13.19,18.97,1.45
2021-01-07 06:00:00,20637.65,2310.76,13.67,20.44,1.47
2021-01-07 07:00:00,20288.32,2291.71,14.19,20.27,9.2
2021-01-07 08:00:00,18941.92,2390.32,14.38,19.68,779.58
2021-01-07 09:00:00,18291.33,2508.93,13.48,19.37,4665.36
2021-01-07 10:00:00,18175.07,2960.83,12.01,20.03,7845.36
2021-01-07 11:00:00,18217.92,3489.94,10.46,20.93,9796.6
2021-01-07 12:00:00,18034.59,3925.56,9.78,21.64,10549.38
2021-01-07 13:00:00,18083.43,4272.06,9.57,22.4,10960.04
2021-01-07 14:00:00,17925.25,4661.33,9.37,23.12,10099.03
2021-01-07 15:00:00,17699.84,4931.49,9.12,23.52,7822.27
2021-01-07 16:00:00,17465.04,4888.54,9.49,23.35,3913.26
2021-01-07 17:00:00,17110.51,4548.27,9.33,22.35,950.96
2021-01-07 18:00:00,16856.75,3925.84,9.92,20.94,26.05
2021-01-07 19:00:00,16414.44,3475.02,10.07,19.7,1.1
2021-01-07 20:00:00,16130.94,3156.24,10.1,18.83,1.12
2021-01-07 21:00:00,17958.69,2836.07,10.2,19.29,1.18
2021-01-07 22:00:00,19137.9,2406.94,10.35,19.11,1.19
2021-01-07 23:00:00,18298.32,2158.24,10.67,18.1,1.18
2021-01-08 00:00:00,17518.54,1943.56,11.11,17.22,1.27
2021-01-08 01:00:00,17363.34,1879.81,11.15,16.99,1.31
2021-01-08 02:00:00,17380.64,1894.32,11.3,17.06,1.32
2021-01-08 03:00:00,17982.98,1883.91,11.52,17.45,1.29
2021-01-08 04:00:00,18483.68,2047.87,12.45,18.3,1.27
2021-01-08 05:00:00,18807.94,2101.86,13.2,18.75,1.35
2021-01-08 06:00:00,20341.63,2243.54,13.78,20.13,1.37
2021-01-08 07:00:00,19813.8,2349.77,14.19,20.1,9.16
2021-01-08 08:00:00,18603.52,2285.07,14.19,19.21,771.19
2021-01-08 09:00:00,18201.1,2542.75,13.4,19.38,4682.74
2021-01-08 10:00:00,18023.59,2809.87,11.74,19.55,7792.64
2021-01-08 11:00:00,17986.17,3438.47,10.3,20.64,9603.68
2021-01-08 12:00:00,17981.45,3947.1,9.44,21.6,10923.59
2021-01-08 13:00:00,17946.77,4295.09,9.67,22.38,9965.8
2021-01-08 14:00:00,17731.59,4276.12,9.47,22.17,6573.06
2021-01-08 15:00:00,17494.61,4183.63,9.78,21.87,3893.35
2021-01-08 16:00:00,17341.3,4141.33,9.67,21.67,2697.75
2021-01-08 17:00:00,16931.16,4009.57,9.64,21.12,591.13
2021-01-08 18:00:00,16672.99,3555.46,10.15,20.05,5.78
2021-01-08 19:00:00,16370.48,3220.06,10.29,19.15,1.09
2021-01-08 20:00:00,16923.43,3107.63,10.15,19.23,1.12
2021-01-08 21:00:00,17428.13,2819.53,10.47,18.97,1.12
2021-01-08 22:00:00,18764.62,2432.14,10.37,18.93,1.12
2021-01-08 23:00:00,18169.02,2208.86,10.5,18.1,1.11
2021-01-09 00:00:00,17011.72,1946.6,11.08,16.9,1.13
2021-01-09 01:00:00,17041.27,1848.64,11.13,16.72,1.18
2021-01-09 02:00:00,17079.21,1838.92,11.47,16.78,1.17
2021-01-09 03:00:00,17152.23,1728.78,11.85,16.66,1.18
2021-01-09 04:00:00,17889.24,1867.93,12.44,17.53,1.18
2021-01-09 05:00:00,17625.91,1907.18,12.97,17.55,1.16
2021-01-09 06:00:00,18178.14,2029.5,13.7,18.29,1.16
2021-01-09 07:00:00,17963.88,2204.06,13.91,18.58,9.86
2021-01-09 08:00:00,17036.56,2119.9,13.9,17.82,788.46
2021-01-09 09:00:00,16714.78,2292.56,13.41,17.9,4589.53
2021-01-09 10:00:00,16524.69,2338.19,12.14,17.65,7591.2
2021-01-09 11:00:00,16935.63,2747.35,10.77,18.56,9768.58
2021-01-09 12:00:00,17082.83,3181.34,9.65,19.4,11287.07
2021-01-09 13:00:00,17190.82,3475.26,9.45,20.07,11373.48
2021-01-09 14:00:00,17776.63,3840.9,9.27,21.2,10592.28
2021-01-09 15:00:00,18237.62,4232.31,9.47,22.39,8662.0
2021-01-09 16:00:00,17739.41,4127.83,9.58,21.87,4331.39
2021-01-09 17:00:00,16988.55,3759.49,9.93,20.66,933.46
2021-01-09 18:00:00,16782.19,3314.19,10.05,19.57,105.03
2021-01-09 19:00:00,16670.22,3123.09,10.34,19.14,1.11
2021-01-09 20:00:00,16292.65,2943.94,10.07,18.46,1.11
2021-01-09 21:00:00,15884.81,2710.36,10.59,17.79,1.13
2021-01-09 22:00:00,15691.02,2386.46,10.92,17.02,1.14
2021-01-09 23:00:00,15308.47,2253.55,11.08,16.52,1.14
2021-01-10 00:00:00,15064.35,2143.27,11.06,16.12,1.15
2021-01-10 01:00:00,14997.54,1921.27,11.54,15.68,1.2
2021-01-10 02:00:00,15118.93,1943.9,11.5,15.8,1.22
2021-01-10 03:00:00,15183.51,1840.44,12.1,15.72,1.2
2021-01-10 04:00:00,14985.81,1756.42,11.99,15.39,1.24
2021-01-10 05:00:00,15881.73,1799.67,12.86,16.2,1.21
2021-01-10 06:00:00,16664.75,1965.69,13.41,17.16,1.2
2021-01-10 07:00:00,16814.49,2092.69,13.58,17.56,10.39
2021-01-10 08:00:00,16707.31,2224.95,13.26,17.72,800.29
2021-01-10 09:00:00,16548.25,2442.36,12.69,18.0,4884.05
2021-01-10 10:00:00,16625.31,2720.55,11.19,18.38,8164.84
2021-01-10 11:00:00,16856.77,3109.25,10.06,19.17,10228.27
2021-01-10 12:00:00,17432.77,3429.03,9.46,20.12,11634.4
2021-01-10 13:00:00,17952.19,3836.1,9.44,21.33,11450.32
2021-01-10 14:00:00,17731.6,3932.6,9.22,21.37,10618.8
2021-01-10 15:00:00,17580.14,4053.71,9.33,21.56,8668.67
2021-01-10 16:00:00,17633.62,4052.1,9.35,21.59,4180.85
2021-01-10 17:00:00,17597.26,3751.58,9.8,21.0,1052.07
2021-01-10 18:00:00,17250.18,3410.59,10.01,20.07,181.74
2021-01-10 19:00:00,16621.4,3050.52,10.22,18.93,1.11
2021-01-10 20:00:00,16537.98,2874.79,9.96,18.44,1.11
2021-01-10 21:00:00,16311.69,2583.28,10.9,17.83,1.13
2021-01-10 22:00:00,16540.94,2203.97,11.4,17.23,1.1
2021-01-10 23:00:00,16148.08,2082.57,11.63,16.76,1.12
2021-01-11 00:00:00,16283.77,1892.67,11.88,16.48,1.19
2021-01-11 01:00:00,16219.16,1789.62,11.91,16.22,1.18
2021-01-11 02:00:00,16231.73,1851.88,12.19,16.41,1.25
2021-01-11 03:00:00,16198.75,1774.33,12.5,16.28,1.24
2021-01-11 04:00:00,16801.03,1972.52,12.69,17.12,1.2
2021-01-11 05:00:00,17895.98,2204.14,13.55,18.47,1.25
2021-01-11 06:00:00,19313.35,2376.11,13.68,19.76,1.24
2021-01-11 07:00:00,19899.39,2452.01,13.81,20.31,8.86
2021-01-11 08:00:00,19205.3,2391.21,14.0,19.78,749.09
2021-01-11 09:00:00,18824.39,2657.95,13.15,19.97,4612.69
2021-01-11 10:00:00,18855.97,2900.59,12.39,20.39,7710.0
2021-01-11 11:00:00,18929.55,3204.16,12.2,21.06,9932.77
2021-01-11 12:00:00,18699.48,3480.68,10.92,21.29,11409.08
2021-01-11 13:00:00,18623.44,3698.91,10.09,21.57,11405.65
2021-01-11 14:00:00,18305.6,4038.71,9.75,22.06,10572.86
2021-01-11 15:00:00,18070.56,4120.15,9.71,22.08,8555.36
2021-01-11 16:00:00,17925.0,4190.34,9.7,22.14,4439.26
2021-01-11 17:00:00,17931.1,3952.89,9.88,21.66,1000.31
2021-01-11 18:00:00,18347.8,3507.7,10.59,21.07,130.93
2021-01-11 19:00:00,18025.94,3165.03,10.66,20.13,1.5
2021-01-11 20:00:00,17682.2,2977.18,10.8,19.53,1.4
2021-01-11 21:00:00,17894.35,2765.53,11.28,19.29,1.31
2021-01-11 22:00:00,18910.25,2354.43,11.24,19.01,1.27
2021-01-11 23:00:00,17828.6,2040.61,11.52,17.7,1.23
2021-01-12 00:00:00,15931.94,1822.13,11.59,16.05,1.2
2021-01-12 01:00:00,16142.86,1806.42,11.93,16.21,1.21
2021-01-12 02:00:00,16308.27,1732.74,11.87,16.14,1.24
2021-01-12 03:00:00,16263.28,1836.53,12.11,16.39,1.21
2021-01-12 04:00:00,16580.48,1970.6,12.75,16.99,1.28
2021-01-12 05:00:00,17665.62,2254.39,13.79,18.48,1.3
2021-01-12 06:00:00,19314.09,2222.79,14.69,19.61,1.32
2021-01-12 07:00:00,20150.64,2182.95,14.92,20.08,9.67
2021-01-12 08:00:00,19586.37,2270.28,14.61,19.86,794.67
2021-01-12 09:00:00,19364.31,2334.36,13.89,19.74,4736.84
2021-01-12 10:00:00,19421.92,2722.17,12.62,20.39,7891.07
2021-01-12 11:00:00,19702.08,3141.52,11.37,21.26,10048.04
2021-01-12 12:00:00,19952.78,3437.66,10.67,21.93,11398.2
2021-01-12 13:00:00,20599.84,3888.04,10.73,23.34,11397.34
2021-01-12 14:00:00,20266.58,4051.74,10.25,23.4,10212.98
2021-01-12 15:00:00,19950.32,4129.78,10.18,23.36,7693.83
2021-01-12 16:00:00,19699.78,4030.21,10.24,23.0,3823.86
2021-01-12 17:00:00,19334.21,3813.68,10.09,22.27,1001.85
2021-01-12 18:00:00,18557.1,3333.97,10.4,20.79,212.75
2021-01-12 19:00:00,17883.16,2961.06,10.31,19.53,1.09
2021-01-12 20:00:00,17417.73,2810.61,11.02,19.04,1.13
2021-01-12 21:00:00,17509.19,2637.37,11.75,18.85,1.11
2021-01-12 22:00:00,18233.96,2347.96,11.7,18.66,1.16
2021-01-12 23:00:00,17481.06,1966.4,11.65,17.34,1.15
2021-01-13 00:00:00,17531.08,1780.27,11.83,17.0,1.18
2021-01-13 01:00:00,17578.72,1732.4,12.2,16.99,1.19
2021-01-13 02:00:00,17590.58,1687.24,12.33,16.93,1.22
2021-01-13 03:00:00,17605.84,1647.81,12.64,16.91,1.23
2021-01-13 04:00:00,17956.63,1877.72,13.14,17.72,1.26
2021-01-13 05:00:00,19117.63,2063.91,13.96,19.0,1.26
2021-01-13 06:00:00,20702.5,2056.55,15.45,20.25,1.26
2021-01-13 07:00:00,20634.48,2174.98,15.64,20.5,11.55
2021-01-13 08:00:00,19382.01,2082.71,15.41,19.47,784.09
2021-01-13 09:00:00,19014.41,2327.58,14.94,19.69,4827.93
2021-01-13 10:00:00,18892.62,2357.88,13.68,19.46,7475.1
2021-01-13 11:00:00,18900.01,2615.35,12.35,19.78,9584.4
2021-01-13 12:00:00,18692.22,2995.9,11.13,20.26,10786.23
2021-01-13 13:00:00,18656.96,3435.4,10.49,21.09,10286.07
2021-01-13 14:00:00,18498.03,3764.18,10.16,21.65,9526.51
2021-01-13 15:00:00,18339.02,4050.48,9.98,22.15,8343.52
2021-01-13 16:00:00,18236.56,4178.02,10.37,22.43,3859.97
2021-01-13 17:00:00,17850.98,3844.69,10.6,21.5,1006.67
2021-01-13 18:00:00,17606.09,3533.06,10.69,20.68,101.4
2021-01-13 19:00:00,17243.71,3259.48,10.76,19.87,1.07
2021-01-13 20:00:00,16762.26,2889.69,10.91,18.79,1.09
2021-01-13 21:00:00,16900.58,2738.4,10.86,18.53,1.1
2021-01-13 22:00:00,18998.66,2285.34,10.82,18.84,1.12
2021-01-13 23:00:00,17457.8,2020.22,11.0,17.33,1.14
2021-01-14 00:00:00,17643.26,1814.81,11.74,17.13,1.17
2021-01-14 01:00:00,17900.45,1835.14,11.67,17.32,1.17
2021-01-14 02:00:00,17701.89,1772.65,11.85,17.09,1.22
2021-01-14 03:00:00,17776.03,1729.42,12.18,17.11,1.15
2021-01-14 04:00:00,18059.08,1993.97,12.58,17.94,1.16
2021-01-14 05:00:00,19197.05,2094.11,13.92,19.11,1.3
2021-01-14 06:00:00,20671.78,2155.73,14.79,20.32,1.25
2021-01-14 07:00:00,21600.62,2256.82,14.84,21.13,9.43
2021-01-14 08:00:00,19284.39,2249.97,14.69,19.65,738.58
2021-01-14 09:00:00,18859.61,2406.92,13.62,19.53,4276.26
2021-01-14 10:00:00,18690.28,2565.66,12.64,19.59,7172.63
2021-01-14 11:00:00,18592.46,3107.16,11.01,20.42,9144.54
2021-01-14 12:00:00,18637.22,3657.91,9.79,21.44,10804.21
2021-01-14 13:00:00,18678.3,4294.75,9.24,22.76,10813.58
2021-01-14 14:00:00,18610.91,4659.9,9.22,23.51,9820.94
2021-01-14 15:00:00,18419.97,4790.28,9.01,23.64,7873.62
2021-01-14 16:00:00,18172.16,4856.46,9.04,23.64,4218.78
2021-01-14 17:00:00,17700.05,4624.59,9.13,22.85,1154.61
2021-01-14 18:00:00,17473.11,4064.86,9.25,21.5,112.86
2021-01-14 19:00:00,17459.78,3698.1,9.31,20.7,1.1
2021-01-14 20:00:00,18287.72,3487.89,9.49,20.79,1.11
2021-01-14 21:00:00,18553.48,3184.22,9.74,20.34,1.13
2021-01-14 22:00:00,19080.36,2706.02,9.69,19.61,1.16
2021-01-14 23:00:00,18081.86,2529.94,9.36,18.54,1.17
2021-01-15 00:00:00,18127.73,2405.08,9.94,18.4,1.15
2021-01-15 01:00:00,18202.83,2258.67,10.12,18.16,1.2
2021-01-15 02:00:00,17557.95,2105.12,10.52,17.49,1.19
2021-01-15 03:00:00,17372.87,2057.86,10.74,17.31,1.21
2021-01-15 04:00:00,17866.18,2331.6,11.01,18.27,1.17
2021-01-15 05:00:00,18894.43,2686.05,12.19,19.9,1.25
2021-01-15 06:00:00,20270.01,2459.13,12.5,20.32,1.21
2021-01-15 07:00:00,19961.95,2611.72,12.15,20.4,9.33
2021-01-15 08:00:00,18789.58,2680.53,11.88,19.77,804.3
2021-01-15 09:00:00,18030.51,3414.4,10.62,20.68,4798.07
2021-01-15 10:00:00,18171.32,4146.21,10.2,22.29,7666.27
2021-01-15 11:00:00,18387.37,4603.63,9.71,23.34,9804.74
2021-01-15 12:00:00,18553.6,5011.77,9.56,24.31,11109.95
2021-01-15 13:00:00,18667.7,5430.95,9.15,25.23,11333.51
2021-01-15 14:00:00,18583.28,5580.41,9.07,25.49,10401.98
2021-01-15 15:00:00,18457.2,5863.14,9.14,26.04,8677.09
2021-01-15 16:00:00,18156.1,5992.11,9.01,26.11,4947.03
2021-01-15 17:00:00,17678.46,5585.75,9.17,24.95,1107.42
2021-01-15 18:00:00,17252.25,4806.73,9.72,23.08,163.48
2021-01-15 19:00:00,17628.34,4212.82,9.66,22.0,1.11
2021-01-15 20:00:00,18308.05,3995.77,10.17,22.04,1.04
2021-01-15 21:00:00,18407.37,3630.23,10.47,21.36,1.06
2021-01-15 22:00:00,19886.23,3057.52,10.27,20.99,1.12
2021-01-15 23:00:00,19108.38,2646.57,10.13,19.57,1.14
2021-01-16 00:00:00,18587.26,2368.7,10.6,18.73,1.16
2021-01-16 01:00:00,18131.93,2173.22,11.03,18.09,1.2
2021-01-16 02:00:00,17905.72,2209.76,10.89,18.01,1.25
2021-01-16 03:00:00,17656.28,2139.55,11.23,17.76,1.23
2021-01-16 04:00:00,17698.07,2155.59,11.53,17.87,1.21
2021-01-16 05:00:00,17301.61,2202.58,11.83,17.78,1.25
2021-01-16 06:00:00,17739.55,2364.64,11.97,18.44,1.21
2021-01-16 07:00:00,17776.79,2367.54,12.13,18.5,8.75
2021-01-16 08:00:00,16422.04,2488.31,12.4,17.97,625.92
2021-01-16 09:00:00,16030.73,2597.27,11.81,17.85,4389.23
2021-01-16 10:00:00,16260.09,2980.78,10.67,18.63,7584.24
2021-01-16 11:00:00,17114.57,3673.14,9.16,20.4,9357.53
2021-01-16 12:00:00,18380.64,4371.88,9.16,22.73,11008.71
2021-01-16 13:00:00,18579.26,4767.48,8.93,23.68,11067.52
2021-01-16 14:00:00,18655.41,5121.91,8.8,24.48,10305.24
2021-01-16 15:00:00,18782.27,5300.88,8.49,24.89,8571.4
2021-01-16 16:00:00,18895.01,5368.66,8.37,25.09,4886.77
2021-01-16 17:00:00,18783.65,4950.86,8.75,24.17,1104.15
2021-01-16 18:00:00,18460.65,4459.21,9.28,22.99,154.55
2021-01-16 19:00:00,17737.93,4050.74,9.23,21.63,1.09
2021-01-16 20:00:00,17069.09,3725.61,9.57,20.57,1.1
2021-01-16 21:00:00,16185.5,3348.66,9.5,19.17,1.12
2021-01-16 22:00:00,15655.7,2997.88,9.3,18.04,1.14
2021-01-16 23:00:00,15829.06,2653.64,9.64,17.45,1.16
2021-01-17 00:00:00,15604.84,2461.72,9.66,16.9,1.19
2021-01-17 01:00:00,15361.29,2347.64,10.4,16.63,1.19
2021-01-17 02:00:00,15245.65,2436.05,10.25,16.72,1.25
2021-01-17 03:00:00,15144.47,2348.27,10.76,16.56,1.2
2021-01-17 04:00:00,15281.36,2287.56,10.94,16.55,1.26
2021-01-17 05:00:00,15738.85,2407.54,11.21,17.15,1.2
2021-01-17 06:00:00,16137.67,2475.32,11.22,17.54,1.22
2021-01-17 07:00:00,16325.76,2565.88,11.64,17.94,10.54
2021-01-17 08:00:00,16262.91,2696.47,11.47,18.15,824.3
2021-01-17 09:00:00,16157.49,3043.63,10.27,18.63,4834.86
2021-01-17 10:00:00,17093.76,3639.24,9.3,20.34,7776.98
