GHG,Total#Houses,Totallightbulbs,Totalgalsgas,DOW
4.115372284718531,284704.23940090195,711705.5008437651,759274.2474439983,7.0
4.749351027711307,284392.93240160926,710927.2416276478,759090.8836498877,7.0
8.796,282252.490761714,705576.3585522419,755601.1986512217,7.0
6.905535600888954,282722.6530476299,706751.7724724122,755742.1913731095,7.0
6.922997541188357,281829.69679840776,704519.6011991163,752839.0078006703,7.0
6.489714605055362,281410.1485105284,703470.8398392616,751428.1967583441,7.0
5.857296579474999,279078.80440700817,697642.9151925417,745643.8673165314,7.0
6.370779296324173,279003.8456383546,697455.6511910548,743871.2451461811,7.0
6.211471557394732,278264.85648878844,695608.3845788178,741159.2603693366,7.0
6.410445097890255,277084.35288168443,692657.4239844024,737168.2290795551,7.0
7.713153999999999,274361.13469752943,685850.3460918118,724299.5786661283,7.0
7.057907276483505,274090.20457422116,685172.9133507635,725721.5475901106,7.0
6.192037094924852,270161.4631382083,675351.7694881865,716234.2305367497,7.0
6.343397087383347,270685.67794915405,676662.2182149081,717437.8191430285,7.0
6.75863308007125,268264.05620803573,670608.8480453122,708391.1399665129,7.0
5.9765000798283925,266156.693954638,665340.7485803085,704267.4847931339,7.0
6.027718263879381,265379.11579714366,663396.9582236466,702228.0050470541,7.0
5.3521054346837,262161.64005303005,655353.8678648274,694210.3963412304,7.0
0.0,240357.0,600846.22,641357.0,7.0
2.977427980834881,249283.71621911586,623161.5132914317,661442.7918253184,7.0
4.902617276622484,249100.26368889393,622703.2173372152,657048.9822727897,7.0
5.610106917300926,250694.32751379316,626688.1293620279,660421.5422156348,7.0
7.878754259958188,249474.39749076264,623638.8909093972,652877.1142788472,7.0
8.293486204761253,249549.31999861874,623826.2641038209,651921.3297883302,7.0
9.951603994023543,251143.14607561415,627810.7327681321,653280.2552949215,7.0
10.948362461439643,249736.7752514247,624295.2802673941,646978.6429027634,7.0
17.2210964,246081.28592914718,615158.3800045515,622832.2383979142,7.0
15.561847333193358,247264.47148788066,618115.7890920092,630267.4191456126,7.0
17.185313463566075,246939.2819731466,617303.1106795904,626583.1518443736,7.0
16.957522827466864,247515.08760672875,618742.4471576475,628929.5593057498,7.0
20.346429368002944,247768.60702399793,619376.6484548232,623777.6341147359,7.0
21.15396558198965,246942.3276424826,617311.2574357464,619897.5474894952,7.0
21.144625879481026,246931.92130053963,617285.2360031875,619977.9991637693,7.0
22.619217958904233,246261.20715895048,615608.8075500377,615430.823220828,7.0
30.3808,243601.86683961144,608962.1612192737,593948.8847495049,7.0
28.40307481829354,244056.29635178443,610097.8478064727,598610.3954925636,7.0
28.998666912298177,244090.42612974625,610183.2040619655,598118.3101278724,7.0
28.980970512384438,243786.6908131658,609423.9415659591,596971.9078003693,7.0
32.03019250019417,241419.37653942165,603506.6660970602,583464.9591530013,7.0
32.0290971106305,242227.42363152638,605526.5449710047,586706.727988386,7.0
33.63618420367298,241698.19590219652,604203.7800807832,582603.9585916828,7.0
34.71396214654079,241658.2866101682,604104.136843487,580911.1402131929,7.0
38.10014956,242758.92442401854,606855.7358279029,580949.0451921135,7.0
38.6959577945179,241034.40601303102,602545.0165221666,573254.7412830746,7.0
44.783859928712744,236825.67369421627,592025.1052666338,547636.0416023971,7.0
44.926847815606365,236662.12786753214,591616.2740320243,547234.9819665242,7.0
45.94490826931985,236482.89483902906,591168.2843436828,546129.9420480062,7.0
50.67926670319882,233107.8947331972,582732.3293394514,525453.9741557871,7.0
55.34793077830766,230050.5835483316,575090.4227372642,507205.8780566527,7.0
60.392569345335794,226602.63330890617,566472.1468956681,485838.3714787423,7.0
87.96,207561.0,518876.81,368974.0,7.0
77.24293539600804,215413.04157104247,538503.3169711805,417143.38942267234,7.0
77.17650113521121,216330.8288129085,540797.3998828728,422586.87739858555,7.0
74.16258036797063,218410.298649496,545995.1055547936,435481.94772186276,7.0
75.5964815360611,218817.3277945054,547012.4702045408,438472.0467549445,7.0
75.7743239575847,218569.70110825094,546393.5518619104,436587.11644064175,7.0
73.6935593555735,220608.00231598882,551488.3901287586,448940.4021186337,7.0
75.42645075351727,219905.4016123581,549732.2416015788,444403.7497618849,7.0
78.95899889399999,220267.35946318612,550637.1436786797,445632.52279625897,7.0
78.78150667314702,220233.34751907794,550552.0808666062,445647.6538475759,7.0
81.93235537497226,220276.6454438307,550660.335568258,445599.367985665,7.0
80.8309314834668,220501.65467823914,551222.7448239198,447044.2686596622,7.0
81.20753911115114,222153.90618231506,555352.6726559971,456722.1314324975,7.0
83.53205354993355,221449.86029934324,553592.8868893523,452336.94533225015,7.0
86.12806270865897,221271.28968376873,553146.614039634,450646.609821609,7.0
88.00384863562518,221182.098725828,552923.6747215596,450096.12923949806,7.0
103.73612,221355.2791021131,553356.6530381152,450074.3025775479,7.0
99.2370118888729,221058.08290757856,552613.8443888514,448020.59391131945,7.0
99.1175752628562,221181.98727094976,552923.5764094035,448582.11972151924,7.0
98.61283962894228,220919.533625462,552267.6144703897,446618.7160627359,7.0
106.02274474833428,219599.6252707902,548968.802211229,435847.4448749589,7.0
103.31936576565198,220481.97872968047,551174.1535043175,442226.03949756816,7.0
102.18332692299785,220569.69575517386,551393.4026496393,442842.88624949113,7.0
103.4153487504841,221027.81195739604,552538.5438591171,445173.2795276904,7.0
102.33658606809999,223460.4593232631,558619.0389589058,460109.23429693567,7.0
104.93915985955039,222044.89725687332,555080.8758647818,450780.7576790951,7.0
111.86651226207164,220558.2929720361,551365.399286606,439006.50468249375,7.0
110.9857274877254,220617.29510640324,551512.8065584854,439982.98359055084,7.0
111.5145024629343,220558.45644244706,551365.6908077864,440239.30950848886,7.0
119.60271347384946,218959.12658261886,547368.5555025296,426860.9212791339,7.0
122.4288713326846,218448.64369747505,546092.6752838547,423093.9321839733,7.0
129.0160766587615,217233.57622648415,543055.8967667689,413133.8125270165,7.0
163.072,210253.0,525609.56,355709.0,7.0
149.01163657121137,213431.72796276977,533554.0529914772,381995.3797627313,7.0
149.70307481712837,213855.70586475616,534613.5942907573,386590.06589403085,7.0
148.03156471214078,214572.89499063752,536406.0635632325,392418.94763047225,7.0
152.1251056960691,214907.51954928704,537242.457220067,394826.63102405716,7.0
151.73041178106075,214808.08923791343,536993.8398723471,395069.8739542615,7.0
150.38993417445943,215615.8913796067,539012.6857267948,402580.00533915625,7.0
152.269911544513,215466.0744237309,538638.1855588213,402096.9335315539,7.0
159.544668499615,215398.97062849684,538469.9409824951,407283.55913902493,7.0
156.91261238781482,215788.48152120548,539443.6783062891,408040.41555845435,7.0
157.05172912632403,216264.85857551394,540634.4417333271,410507.99394591205,7.0
156.36598105572318,216483.93872248544,541182.0052698202,412100.06575472356,7.0
154.54990957667567,217479.00702977026,543668.9267461714,420705.0409898235,7.0
156.90427611651754,217764.59622051165,544382.8362239593,421939.5203112648,7.0
159.02251709623437,218032.329440475,545051.9737605831,424379.8873147112,7.0
160.70268830304877,218813.1336312867,547003.6074445244,429340.06805729424,7.0
166.024538,223035.7718912587,557558.2451386083,455139.4780990579,7.0
167.07114734293347,221376.34651937883,553410.2758672333,446908.5586686846,7.0
169.44490954587755,221202.0561106536,552974.4672653072,447568.2797858052,7.0
170.76170589788944,220731.43275078182,551798.0365288805,445712.832141094,7.0
179.20963646063473,220135.86114647734,550308.925608564,447170.7920961932,7.0
176.935791243569,220562.40577384658,551375.1811309889,448650.8100278171,7.0
180.26864724110578,220222.6018244794,550525.6193040491,448827.8282773038,7.0
181.74801086012494,220495.80241316062,551208.3692336219,451753.47900420957,7.0
186.2918030301765,221560.48127635848,553869.0953688498,462894.22530523315,7.0
187.7876606508247,220933.50019433507,552301.9715876403,458944.3672528088,7.0
203.6208177600523,219844.73819465184,549579.7168383882,461834.2524582694,7.0
201.07905020876652,219974.40343295707,549904.0117576437,460556.04331996944,7.0
204.77107044177134,220100.54508639564,550219.1966468509,462531.85999561293,7.0
217.96150240775947,218963.92010690802,547377.3975349504,464132.6189333052,7.0
225.12013068373437,218692.32191264216,546698.2129761457,466016.7951558046,7.0
239.63578058156594,217583.61184900513,543926.1389826976,468327.48985399125,7.0
298.586,212713.0,531748.54,475785.0,7.0
271.2269317422515,215281.98573087278,538171.4075468752,473627.7717415627,7.0
269.2250665203076,216244.45692465006,540577.4037691026,476549.8403384099,7.0
264.37106654162244,216835.8425040113,542055.8952354713,476759.084337422,7.0
263.71832641821925,218189.102450208,545438.6669231763,482112.71389627224,7.0
263.6633541846774,218179.32064143883,545414.2357609139,481902.3910912519,7.0
258.2605521343493,218960.29834756,547366.6775220089,482639.853546375,7.0
261.00520911356944,219310.9444079016,548243.0878344128,485261.9196467438,7.0
262.86754999946874,221871.4971551183,554643.756310162,495734.1628639,7.0
262.41109549332566,221642.23303338292,554070.6149720197,495185.61481475254,7.0
263.77455097824526,222002.24719242819,554970.4372065335,497763.16551618546,7.0
262.6274816557566,222265.73580143639,555629.1150399729,498471.49000815314,7.0
259.6285434468654,224380.80581350345,560916.2591761734,506250.8498771675,7.0
262.24223339098296,224591.10550270532,561441.7995306193,508643.35062854097,7.0
264.0403373323611,225466.26368673233,563629.3288791622,513444.30339998443,7.0
265.11418835488314,225934.0292227437,564798.52449402,516190.4771194619,7.0
271.8667927,230766.7936939001,576878.4185746028,542119.9519726135,7.0
270.60028378042995,229773.478128455,574395.6063550853,536331.6079660339,7.0
271.76883161691666,230956.91814366274,577353.8101138978,541891.0412670429,7.0
273.12373928750793,231405.81121379585,578475.8988755455,544057.649709738,7.0
280.5380884375668,234644.74812275395,586572.0317170422,560724.2548344337,7.0
277.20028526998317,233923.78807164574,584769.9502751383,556423.0047887522,7.0
277.24775333255525,234399.26125621027,585958.5065075316,558341.8822833461,7.0
277.2979921052699,235227.33358346648,588028.4253108975,562009.0389980141,7.0
273.15488780147336,237533.05326922354,593792.1297364702,570677.8677596936,7.0
277.45715407158906,237858.31868151203,594605.0749707985,573508.3027273281,7.0
283.1080662639775,240301.65530875025,600712.5110310632,586007.3026072336,7.0
285.006542933003,240858.5459141915,602104.5143217667,589051.2457995389,7.0
288.3611746777724,242567.65114227112,606376.6678353908,597499.8817212038,7.0
293.5350337245874,244956.83332675937,612348.7441982487,609655.1889148623,7.0
298.1521265444166,246760.03574651893,616856.0573517125,619139.1871013821,7.0
304.99806361480387,250133.47105030852,625288.4208500629,636080.260803804,7.0
345.124,268944.0,672307.89,731030.0,7.0
328.275721990025,261203.10114673755,652958.4516818173,692008.3023910944,7.0
325.8579399373808,260197.82391077353,650445.6007486172,687028.4289061982,7.0
322.07484190413567,258479.11225276973,646149.4422297113,678423.294074314,7.0
323.0496957924937,259445.5545607678,648565.128547811,683827.3363755486,7.0
322.89883016255664,259235.0000099552,648038.8352734564,682564.193790486,7.0
318.4983451547155,257351.59011749248,643330.9812083968,673130.6150442528,7.0
319.73976039381364,258037.64673976845,645045.8581408667,676597.8939822676,7.0
319.71563166714134,258247.31707895914,645569.8879198199,677727.2462847511,7.0
319.05871259581664,258328.91582399223,645773.8546945906,678278.2632220866,7.0
318.90934351587674,258915.9289240809,647241.1483470572,681465.410414242,7.0
318.21943373712605,258648.42479260612,646572.4824788423,680142.0180430382,7.0
314.0042411948494,257604.0218061877,643961.7942745981,675190.7982686626,7.0
315.060986767268,258971.5162942979,647379.9910611447,682443.912387164,7.0
315.4456691125821,259750.737653828,649327.7195253519,686588.0942839776,7.0
315.4419794067241,260245.01199100132,650563.2026477669,689289.0218010774,7.0
312.22365997,263868.3451530788,659619.9701282516,709558.4169121201,7.0
314.28912237113474,262885.94177914306,657164.3927426117,703825.2709645673,7.0
315.0471577777393,263398.17485743854,658444.7484126774,706512.4340334613,7.0
315.74803523516584,263113.43483971985,657733.0297371414,704813.5096693347,7.0
319.1282043506543,264944.82049076667,662310.7594217983,713995.5337798591,7.0
317.76484057636117,264522.4798421223,661255.0445241123,712072.04890192,7.0
318.51970644551943,264502.2229640227,661204.4028006612,711905.9535977138,7.0
318.7292656881075,265009.1327781084,662471.4495176468,714605.0604381197,7.0
317.5373058486351,265704.0836632886,664208.4176536069,718856.9669373366,7.0
319.4349616209789,266195.78148749884,665437.5058174853,721103.7871507562,7.0
323.84661691715525,268455.6647973196,671086.3162598208,732247.7040329126,7.0
323.523250734864,268113.96576536825,670232.2030746964,730660.5903037624,7.0
325.03442248235814,268717.7203532808,671741.2767165044,734401.8412124113,7.0
327.8607090262431,270316.7464561097,675738.231664945,742000.4042521169,7.0
328.957426751577,270956.08843942784,677336.3284249331,745302.7759018086,7.0
333.733158670604,273528.17234744865,683765.5141487876,757942.9111812246,7.0
355.279,284778.0,711885.63,812946.0,7.0
347.0149668821541,280752.6335222922,701823.7622093542,793874.4251427209,7.0
346.4803678196161,280846.58617318555,702058.5180862198,795504.9425954432,7.0
344.2747297552979,279815.6048183798,699481.4735316971,790484.2495788846,7.0
345.57367005996764,281757.45098586124,704335.1920760861,801842.0665100904,7.0
345.32819149467946,281206.9357978589,702959.1250973457,799016.8620618198,7.0
343.64960006579383,280744.4575273974,701803.0382725733,797749.7118156209,7.0
344.33109989856223,281170.1732818725,702867.1069073245,800485.1600873987,7.0
344.8294196249847,281685.28801087744,704154.3987088766,806670.5641697174,7.0
344.7352003003208,281922.08275204705,704746.3708881276,806889.1045756766,7.0
345.31104135623457,283112.0991037951,707720.8785491909,813615.2899697002,7.0
344.83402567423826,282955.4298831186,707329.2745033272,812780.654254177,7.0
343.4135015014097,283164.04308972275,707850.6120547743,815370.6877607105,7.0
345.2618597723505,285303.1142914982,713197.3507654816,827153.0827484259,7.0
345.43294756093115,285570.39600277046,713865.4029560412,829057.2163454277,7.0
346.3945684371043,286909.4779839613,717212.5208215924,836449.2010759038,7.0
351.88829526700005,295985.2138846979,739897.7983702855,887614.5368884734,7.0
349.72351682952507,292614.5913035139,731472.6810803355,869487.3837272512,7.0
349.74882312950365,292869.7696791375,732110.4571622189,871690.7866395225,7.0
349.0510601016456,291780.07702330063,729386.6665366362,866101.7616531448,7.0
349.1716738234115,292323.9496742021,730745.8765465966,871954.3606613864,7.0
349.1565282391118,292470.4634419432,731112.1546821188,872129.8499149027,7.0
348.6936051486393,291987.1890465596,729904.1024226499,870470.9570006493,7.0
348.8471049791345,292712.7287848985,731717.5627735369,875445.039232824,7.0
349.0301702051688,294402.1385000113,735940.32229709,885487.4230971005,7.0
349.04225995818155,293909.3637048457,734708.5233374183,883533.7178244487,7.0
348.83345359975834,294225.062933951,735497.2073051526,890421.90740753,7.0
349.0199432176488,294293.2883987775,735667.8010044192,890083.1321413504,7.0
349.4328451288444,295083.0932741873,737641.8384000971,896115.8216298646,7.0
349.06859319759906,294923.5599590943,737242.8436651862,897991.2819059582,7.0
349.47240156802303,295606.1550645716,738948.8681386191,903802.4359615602,7.0
349.15107441433906,295989.3028390335,739906.0599840446,912088.6352857719,7.0
346.956,295910.0,739705.89,935106.0,7.0
348.5688023849329,296892.4744107909,742162.4988750049,930360.2266209077,7.0
350.4174665920182,299186.9364730698,747897.8529851628,940760.5060017398,7.0
350.69362920278274,299307.2467291139,748198.7622912356,939227.0367734352,7.0
352.48661914219406,301686.8251806594,754146.8256310523,950807.2723718507,7.0
352.64713724078194,301878.7610447219,754626.56799181,951953.1522435568,7.0
353.57204128920307,302748.6301932737,756801.149372625,953354.3934244462,7.0
354.9286182411536,304641.58039550076,761532.7028336198,963851.5675029925,7.0
361.5725880260729,313305.2726407908,783188.5106408519,1007759.8720603541,7.0
359.88278553068716,311119.5273101047,777725.069002108,996092.4299738356,7.0
360.37951288145496,311875.1128890597,779613.8040831296,999310.1924134537,7.0
360.24738630682793,311630.0331364361,779001.2501612781,997472.9457763571,7.0
361.8799269149261,313557.26608218707,783818.7732444644,1004903.2873799042,7.0
362.15976013594957,314131.69508446706,785254.606028297,1008179.4113136056,7.0
361.9633363445167,313885.17339345085,784638.3663298056,1007253.0447664119,7.0
362.81555547971766,315135.9032407135,787764.7549456803,1013154.3973809684,7.0
366.08186028705006,319968.86659801257,799845.550268368,1035221.822224483,7.0
366.3314443829851,320082.43871424324,800129.3125859266,1036777.0269845128,7.0
366.68524304782625,320403.12075374107,800930.9111350095,1038057.1866627582,7.0
367.67657485044094,321691.1839658567,804150.5077284868,1045065.230621578,7.0
373.224537327499,329160.92230206064,822821.8166237336,1083795.309783265,7.0
371.3437577255968,326531.3111716145,816248.911344917,1069543.3352806522,7.0
373.0401455568117,328632.6800083248,821501.5066544268,1080041.6267085068,7.0
373.2089745686687,328751.3797982995,821798.2742924733,1079875.4540230888,7.0
373.262716211522,328215.38617736724,820458.793204455,1073651.790772554,7.0
375.146197951408,330975.14338747587,827356.9527704299,1089337.5026562442,7.0
382.3027321465092,340539.16795204167,851263.1451000535,1138688.4869869675,7.0
382.4736122434388,340742.19302249845,851770.619096574,1139852.2757146459,7.0
386.0165678685624,345211.2985810099,862941.6381258825,1162299.4017570938,7.0
391.10880372177115,352180.7390495775,880362.3764639017,1198695.7066645063,7.0
394.18508155833297,356200.46466950205,890410.0825943142,1219266.1416313811,7.0
398.4462632446033,361966.58179978223,904823.0281461835,1249179.1774050123,7.0
425.309,398308.0,995661.74,1438052.0,7.0
415.36530723318435,384634.3819732411,961483.3422867171,1366300.4408084196,7.0
412.7276045521817,380894.7953689649,952135.9631318912,1346342.1534545408,7.0
410.4606207929804,377689.0559239779,944122.9589375049,1329257.8101200438,7.0
412.30773235813115,379542.8705530695,948756.9157061663,1336904.1958885775,7.0
412.455080989408,379862.97254165006,949557.0156281687,1338975.9954281063,7.0
410.41716714045026,376859.6381126473,942049.9823356232,1322595.954082146,7.0
411.4576183877201,378112.7025142213,945182.1857543681,1328678.6895252839,7.0
413.8560889237257,380570.5776926768,951326.1435789004,1339305.6443633325,7.0
412.85987647945404,379367.3425042342,948318.4848570206,1333326.3550504497,7.0
412.5629725122689,378489.45330350875,946124.2481174557,1327126.8550349069,7.0
412.07640821152296,377977.61419216346,944844.8172261234,1324917.5934442864,7.0
410.3336215356769,375179.19529699907,937850.0493028985,1308902.3634680319,7.0
411.07480875183666,375925.94353750296,939716.6797002904,1311935.239063211,7.0
411.1393557174468,375929.61257940874,939725.8764539732,1311631.7289366974,7.0
411.3364034548034,375591.6499770872,938881.2726491402,1307869.4791187812,7.0
411.0047233331075,372440.41207240656,931005.1912957979,1282485.8538669434,7.0
411.64495555174426,374313.5082973315,935686.916846609,1295576.7570276805,7.0
411.9707498920179,374715.45393947023,936691.6517383638,1297495.7364742681,7.0
412.2420304244409,375383.4425133631,938361.2731169836,1301988.645116365,7.0
414.250516683897,377936.1001124518,944741.9810498243,1314735.404484291,7.0
413.44118257612234,376762.6786414894,941808.9225579072,1308320.0217877591,7.0
413.8439995906008,377463.3179122003,943560.20718457,1312503.0100883262,7.0
414.1158694346763,377554.7876224144,943788.9505175564,1312012.076373254,7.0
413.07051933272,375752.8419873829,939284.9765056547,1301110.9364732818,7.0
414.33564942951307,377459.1220454334,943549.9800106469,1310121.6601265073,7.0
417.7664695960774,381637.26835147716,953993.8725462266,1330420.4277845738,7.0
417.6553050819181,381500.4304916722,953651.8104411096,1329805.7237790327,7.0
418.90185001925516,382713.5427700863,956684.2354187721,1334743.3438725702,7.0
420.5150948022096,384820.54539295525,961950.9693087633,1345409.3115426826,7.0
422.20626615867405,386875.4112734629,967087.4003161388,1355381.3202056664,7.0
426.03099030756266,391536.8500320683,978739.362877348,1378007.9057147005,7.0
440.449,409323.0,1023198.43,1465104.0,7.0
433.80685376024024,401029.5840959642,1002467.8591737406,1424139.179960188,7.0
433.6231149320861,400457.3120458273,1001037.4682952755,1420200.9471979707,7.0
432.4045082916788,398870.1190523921,997070.0719251942,1412106.7294922485,7.0
432.3812950056577,398687.4357762796,996613.4751629632,1410545.0265178338,7.0
432.7507412646856,398694.8175522444,996632.032564485,1409219.2315273217,7.0
431.6798144533791,397211.36166822177,992923.9619866874,1401398.6223206627,7.0
432.37061061376926,397544.29623556504,993756.3105253862,1401331.4852286251,7.0
434.3383379782861,397976.58153218124,994837.3471878757,1397179.524109883,7.0
433.25464599217173,397496.2661244053,993636.5317784665,1397435.0421465707,7.0
432.42951823133524,396570.8967410886,991323.4466992882,1392817.6623323616,7.0
432.04774395373806,396103.5034500201,990155.1277989205,1390559.4011388666,7.0
430.7432239812699,394150.18616034446,985272.6205111922,1379809.0634500121,7.0
430.7287946095587,394394.4365026086,985883.1210318977,1381530.2350636576,7.0
431.05983720190557,394609.80612951383,986421.5142814154,1382017.0514510954,7.0
430.54251130254704,394109.0150340887,985169.7116290504,1379621.778461218,7.0
427.45715137636824,391288.07119694253,978118.2466698352,1367310.5587203668,7.0
429.2299104271324,392422.29685513594,980953.6145606638,1370170.1936674607,7.0
430.13978941122457,392559.32122026494,981296.3621483975,1367797.352504198,7.0
430.8080598824247,392900.9324842371,982150.3765678074,1368093.130031889,7.0
433.2611017092667,393385.67168250814,983362.6805593931,1362490.211560989,7.0
432.5634086774107,392998.54243121017,982394.8749128777,1362066.3151685114,7.0
433.15544874374103,393389.7244944973,983372.7606044315,1363051.504849669,7.0
433.36133364366617,393057.38685749774,982542.1827677019,1359506.2142780111,7.0
433.8207528221756,391929.0972157149,979722.27087667,1348567.133543469,7.0
434.82051805806213,392696.2688168826,981640.045551204,1350836.5547003038,7.0
437.45179058615236,393332.8541478658,983231.9294027333,1345761.3154319054,7.0
437.5499866078861,393515.9106904935,983689.4878590237,1346813.3331383327,7.0
439.62878614920595,394286.0982920488,985615.1177259596,1344775.2512153387,7.0
441.60033109384835,394532.2659366019,986230.9952638262,1339199.3918906974,7.0
443.20562319353144,394963.89864471083,987310.3038931242,1336402.8310723247,7.0
446.5871641133132,395653.5302000447,989035.0024574578,1328836.1066686097,7.0
466.098,399610.0,998929.76,1285240.0,7.0
457.38221885982784,397857.2417829847,994546.2507182242,1304738.3431387076,7.0
455.8633612778775,397860.99945433077,994555.1762361297,1310329.6602333963,7.0
454.011361805301,397405.15496572223,993415.2688620599,1313818.5992015249,7.0
452.32077771087665,396806.3261803791,991918.0237286096,1315479.0510993495,7.0
452.07616340704317,397445.1980110652,993514.7478255549,1321050.5685727135,7.0
449.65515269425254,397097.67024047824,992645.3933122422,1327375.4928225712,7.0
449.9405227060454,397608.367551455,993921.9163371352,1330019.3829238794,7.0
447.4022208360111,399571.8031578069,998828.541525963,1353512.4636445476,7.0
447.7580989418247,398475.2111245739,996087.8278105687,1344178.475524506,7.0
446.9329262201794,397684.68911579996,994111.7334025538,1341269.2022841163,7.0
446.39691009104916,397438.66900076973,993496.6681826637,1341423.5617542174,7.0
443.1835484418108,396508.31244475686,991170.3480407834,1346238.9906376146,7.0
443.0295082843721,395835.168246417,989487.8245441789,1341673.0505190715,7.0
442.9514760280962,395879.5915232464,989598.8346997048,1342244.0239545298,7.0
442.01734997980316,395066.783670557,987566.9990124361,1339506.2043723287,7.0
437.19674503976603,390717.901886782,976695.838130055,1324378.3191947495,7.0
438.83958925089337,392765.2978961066,981813.6438511204,1333703.7140222557,7.0
438.1854680667852,392907.037221441,982167.7156645665,1337020.311482042,7.0
438.4659877306603,393548.8407410048,983771.9343783599,1340776.7443470124,7.0
436.65641184705567,394803.5044302535,986907.2968614388,1356356.3504296686,7.0
436.16618253854557,393938.6637412326,984745.5623096643,1351741.606660341,7.0
435.79071627957643,394401.59452259407,985902.504303993,1356494.6580383696,7.0
434.77122678677614,394012.0832923928,984928.6489680993,1357221.95611738,7.0
430.57578550906703,392180.48876886646,980349.4895536108,1358538.2273575333,7.0
431.18835776252746,393666.24409341114,984063.1717336099,1367335.385700977,7.0
430.17974666780066,395385.29080480366,988359.4559877545,1383549.7756081286,7.0
430.0500885707318,395580.2790384672,988846.768562677,1385458.3605976528,7.0
428.53174716861116,396487.5425659654,991113.9162057654,1397582.9960214596,7.0
427.2819173527776,398039.80706068414,994993.2776284093,1413374.7798790094,7.0
425.250768184831,399633.5730791965,998976.1248108344,1432235.199234851,7.0
422.81627621621857,402214.64517836826,1005426.5245862207,1459842.1515263638,7.0
413.052,414457.0,1036022.16,1584407.0,7.0
416.77327582779964,408185.44076553435,1020348.1221706809,1525082.3004838417,7.0
416.6659435430139,405782.00019236584,1014340.8904112999,1507867.919075147,7.0
417.4580268942578,404194.87668746995,1010374.2770845854,1493307.7812652814,7.0
416.2003220385847,401617.0884231608,1003930.977858513,1478521.3857298095,7.0
415.931930301937,401394.32937480405,1003374.099688447,1478013.0304435112,7.0
415.952378017504,399105.7247450431,997653.9429515739,1461110.6109089744,7.0
414.6963437510801,397847.31419281213,994508.2519592773,1456404.3124367727,7.0
411.42880963100436,392721.5087179326,981695.655366986,1430813.4870408378,7.0
412.3694214731154,393767.2107802785,984309.6399429543,1434843.9260560388,7.0
411.11225052038674,392182.03270915494,980347.2966742611,1427299.3517018703,7.0
411.3148091713819,391398.8608820026,978389.8961291341,1420782.0401497385,7.0
411.2291179011734,387962.4821659657,969800.9496189366,1395765.7437015248,7.0
409.5305263001942,386697.02558466507,966637.5907476391,1392112.932224763,7.0
409.1182646906198,386346.798034808,965762.1077262661,1390951.192628624,7.0
407.23370360150335,383750.4174809505,959272.1681827871,1378134.3432988839,7.0
401.1986972104319,374981.05086821964,937352.3078134808,1333498.5657275298,7.0
403.1185253300326,377621.0853887412,943951.3025665199,1346865.6583948608,7.0
402.7348875164737,376801.8145776451,941903.4630663646,1342296.4325866152,7.0
402.9415885048761,377124.3347335279,942709.5976274285,1344179.638184976,7.0
400.61825778659886,373805.21940714703,934412.9794847905,1328375.720725542,7.0
400.8523327671504,373537.85017337935,933744.8091326004,1325400.2620242164,7.0
400.84498005420716,373279.7337261655,933099.6368745737,1323683.4644851852,7.0
399.5348146437921,370546.00550037104,926266.5206012848,1308150.731883661,7.0
396.6336605698525,363125.21661977726,907718.0395825297,1263463.7042143533,7.0
396.96133693876476,365014.92223211797,912441.2638401223,1276480.8937707152,7.0
394.9192226933868,362474.2510242064,906090.3703374366,1265543.02658664,7.0
394.2928487193376,361578.81868988066,903852.1097213664,1261235.9758640132,7.0
390.94512272858464,355923.10468746204,889715.0755503088,1231620.8991869313,7.0
389.52456546066117,354449.5111946013,886031.4339788423,1226411.200748166,7.0
388.27362063061184,352950.2921611761,882283.8357431378,1220101.1026535116,7.0
385.0261349253944,348497.0133810613,871152.1388466627,1199589.497490779,7.0
369.709,328071.0,820093.78,1107521.0,7.0
375.26113740046355,334867.07257015817,837081.9617463271,1135932.3686148967,7.0
375.7500491905557,334859.0875229498,837062.279061309,1133255.18465397,7.0
376.9823009059102,336268.23103540915,840584.7492694664,1138829.4483264843,7.0
377.2603998884978,335387.04656099627,838382.4840305357,1130556.807286044,7.0
376.43120086894106,334000.3502555218,834916.3621546614,1122898.7062037908,7.0
377.2630147944906,334801.46929469844,836919.0212609539,1125315.8015305498,7.0
376.31974125484345,332948.7144124415,832287.9809006612,1114642.0524968125,7.0
373.2480324992078,326487.17480174743,816137.3056578076,1075645.004246988,7.0
374.3529248959345,328260.97262388264,820571.0195864381,1085296.811192618,7.0
374.4864358993119,327059.95069369324,817569.2739901169,1075369.0895832467,7.0
374.7083329794154,327610.91349278955,818946.4170927383,1078728.4679947007,7.0
374.5574053371598,326109.77449378127,815194.5796350476,1066922.5928703288,7.0
374.6884517249679,325277.47356785566,813114.3607096032,1060140.5991869085,7.0
374.17413878815677,324677.0418154021,811613.4869362146,1057504.4994817392,7.0
374.25306278296955,323334.72689737123,808258.5758156445,1046710.8796147346,7.0
375.85001633752967,319558.94291325024,798822.0278915303,1011007.3327383419,7.0
374.0084897860119,318779.2117743562,796872.609418317,1011999.5402368761,7.0
372.7126046563429,316583.99542591936,791385.5582844656,999759.7328168284,7.0
371.2996221663521,314496.1436682239,786166.801679053,988904.4469633297,7.0
365.4801688175353,303870.47278927726,759607.50041877,928397.3610567108,7.0
