GHG,Total#Houses,Totallightbulbs,Totalgalsgas,DOW
0.0,298437.1247494424,746015.83374304,1030423.459659943,7.0
0.0,305119.549190496,762718.750760384,1070970.239687213,7.0
0.0,306018.86579680996,764966.6528370396,1075990.1419626966,7.0
0.0,311471.31456015114,778595.2246935085,1108856.8349487493,7.0
0.0,339016.0,847444.01,1275556.0,7.0
0.0,327968.2359488499,819829.827824632,1208109.2707676024,7.0
0.0,326522.622419926,816216.5652032542,1198110.6861079657,7.0
0.0,324094.699605683,810147.9065272792,1183287.2767555595,7.0
0.0,325667.78751271503,814080.0296073554,1190834.4840345061,7.0
0.0,325583.16570606775,813868.5385328481,1190032.290436352,7.0
0.0,323506.7706809832,808678.6308719547,1176035.6944067327,7.0
0.0,324583.56323519093,811370.1893609182,1181446.771588122,7.0
0.0,326185.50994667015,815374.6427195449,1186645.7596739265,7.0
0.0,325650.4187649224,814037.0526576652,1184880.1746965868,7.0
0.0,326230.43247682485,815486.8867399761,1187334.0247631695,7.0
0.0,325615.06542395306,813948.7581536922,1183607.2546063452,7.0
0.0,323272.677406344,808093.9857087733,1168076.7042088292,7.0
0.0,325255.31485012016,813049.7018120034,1179288.734463439,7.0
0.0,325777.7487109918,814355.5958539008,1181705.7896038492,7.0
0.0,326852.08982027916,817041.0237068487,1187057.270861203,7.0
0.0,330880.8794581022,827111.4377213847,1206580.3448901125,7.0
0.0,329698.90856035776,824157.006912755,1200389.8101827118,7.0
0.0,330168.82499373116,825331.6728039347,1201948.7062674456,7.0
